transaction_id,timestamp,atm_id,bank_id,account_id,transaction_type,amount,status,failed_pin_attempts,is_fraud
TXN028616,2026-01-05 03:56:32,ATM1324,BANK09,ACC101027,WITHDRAWAL,10000,SUCCESS,0,1
TXN018318,2026-01-05 03:58:32,ATM1206,BANK07,ACC104928,WITHDRAWAL,500,SUCCESS,0,0
TXN021914,2026-01-05 03:58:54,ATM1176,BANK04,ACC102754,WITHDRAWAL,1000,FAILED_INSUFFICIENT_FUNDS,0,0
TXN026757,2026-01-05 03:59:28,ATM1465,BANK09,ACC107070,WITHDRAWAL,1000,FAILED_INSUFFICIENT_FUNDS,0,0
TXN025016,2026-01-05 04:01:07,ATM1361,BANK06,ACC100780,WITHDRAWAL,1000,SUCCESS,0,0
TXN022475,2026-01-05 04:01:23,ATM1351,BANK08,ACC107347,WITHDRAWAL,2000,SUCCESS,0,0
TXN027012,2026-01-05 04:02:54,ATM1008,BANK09,ACC101845,WITHDRAWAL,1500,SUCCESS,0,0
TXN021435,2026-01-05 04:02:55,ATM1406,BANK02,ACC101739,WITHDRAWAL,1000,SUCCESS,0,0
TXN022059,2026-01-05 04:04:42,ATM1087,BANK04,ACC103089,WITHDRAWAL,1000,SUCCESS,0,0
TXN029093,2026-01-05 04:05:48,ATM1493,BANK06,ACC104137,WITHDRAWAL,500,SUCCESS,0,0
TXN022686,2026-01-05 04:09:27,ATM1051,BANK05,ACC100485,WITHDRAWAL,4000,SUCCESS,0,0
TXN014666,2026-01-05 04:12:37,ATM1294,BANK05,ACC106908,WITHDRAWAL,500,SUCCESS,0,0
TXN025826,2026-01-05 04:18:06,ATM1062,BANK05,ACC_MULE_2104,WITHDRAWAL,25000,SUCCESS,1,1
TXN005440,2026-01-05 04:21:22,ATM1287,BANK05,ACC106530,WITHDRAWAL,1000,SUCCESS,0,0
TXN008604,2026-01-05 04:22:45,ATM1036,BANK04,ACC106055,WITHDRAWAL,1000,SUCCESS,0,0
TXN027442,2026-01-05 04:25:08,ATM1246,BANK04,ACC105843,WITHDRAWAL,2000,SUCCESS,0,0
TXN000258,2026-01-05 04:34:22,ATM1083,BANK05,ACC106857,WITHDRAWAL,2000,SUCCESS,0,0
TXN026073,2026-01-05 04:35:33,ATM1471,BANK08,ACC100465,WITHDRAWAL,3000,SUCCESS,0,0
TXN028378,2026-01-05 04:36:42,ATM1341,BANK09,ACC103054,WITHDRAWAL,2000,FAILED_INSUFFICIENT_FUNDS,0,0
TXN010304,2026-01-05 04:37:28,ATM1234,BANK04,ACC100989,WITHDRAWAL,10000,SUCCESS,0,0
TXN020655,2026-01-05 04:39:32,ATM1432,BANK04,ACC107433,WITHDRAWAL,2000,SUCCESS,0,0
TXN019970,2026-01-05 04:42:21,ATM1032,BANK04,ACC107788,WITHDRAWAL,1000,SUCCESS,0,0
TXN026957,2026-01-05 04:47:38,ATM1005,BANK01,ACC106971,WITHDRAWAL,2000,SUCCESS,0,0
TXN007060,2026-01-05 04:51:21,ATM1277,BANK05,ACC105043,WITHDRAWAL,500,SUCCESS,0,0
TXN009135,2026-01-05 04:53:15,ATM1118,BANK05,ACC104433,WITHDRAWAL,500,SUCCESS,0,0
TXN022981,2026-01-05 04:55:02,ATM1094,BANK01,ACC105426,WITHDRAWAL,1000,SUCCESS,0,0
TXN024355,2026-01-05 05:04:39,ATM1367,BANK02,ACC101352,WITHDRAWAL,500,SUCCESS,0,0
TXN007460,2026-01-05 05:05:48,ATM1128,BANK02,ACC104184,WITHDRAWAL,500,SUCCESS,0,0
TXN006815,2026-01-05 05:17:08,ATM1343,BANK10,ACC101966,WITHDRAWAL,1000,SUCCESS,0,0
TXN003096,2026-01-05 05:19:43,ATM1307,BANK06,ACC105136,WITHDRAWAL,4000,FAILED_INSUFFICIENT_FUNDS,0,0
TXN022745,2026-01-05 05:23:14,ATM1126,BANK03,ACC104544,WITHDRAWAL,3000,SUCCESS,1,0
TXN006343,2026-01-05 05:23:54,ATM1488,BANK03,ACC105760,WITHDRAWAL,1000,FAILED_INSUFFICIENT_FUNDS,0,0
TXN014993,2026-01-05 05:25:04,ATM1023,BANK05,ACC104448,WITHDRAWAL,3000,SUCCESS,0,0
TXN023375,2026-01-05 05:28:26,ATM1275,BANK10,ACC101478,WITHDRAWAL,1000,SUCCESS,0,0
TXN008628,2026-01-05 05:30:59,ATM1084,BANK02,ACC106060,WITHDRAWAL,1000,SUCCESS,0,0
TXN005204,2026-01-05 05:34:20,ATM1336,BANK04,ACC106364,WITHDRAWAL,1000,SUCCESS,0,0
TXN010693,2026-01-05 05:42:27,ATM1093,BANK03,ACC106859,WITHDRAWAL,1500,SUCCESS,0,0
TXN006776,2026-01-05 05:51:00,ATM1237,BANK01,ACC105015,WITHDRAWAL,5000,SUCCESS,0,0
TXN017582,2026-01-05 05:55:16,ATM1074,BANK10,ACC102814,WITHDRAWAL,1000,SUCCESS,0,0
TXN007793,2026-01-05 05:56:14,ATM1112,BANK04,ACC102144,WITHDRAWAL,1500,FAILED_INSUFFICIENT_FUNDS,0,0
TXN011310,2026-01-05 06:03:50,ATM1102,BANK10,ACC101880,WITHDRAWAL,25000,SUCCESS,1,1
TXN018580,2026-01-05 06:06:27,ATM1328,BANK08,ACC102175,WITHDRAWAL,1000,SUCCESS,0,0
TXN002740,2026-01-05 06:09:19,ATM1279,BANK08,ACC100609,WITHDRAWAL,10000,SUCCESS,0,0
TXN000077,2026-01-05 06:12:21,ATM1307,BANK06,ACC105765,WITHDRAWAL,2000,SUCCESS,0,0
TXN024449,2026-01-05 06:18:43,ATM1289,BANK04,ACC107613,WITHDRAWAL,500,FAILED_INSUFFICIENT_FUNDS,0,0
TXN006940,2026-01-05 06:19:25,ATM1127,BANK07,ACC106307,WITHDRAWAL,1000,SUCCESS,1,0
TXN015843,2026-01-05 06:19:26,ATM1187,BANK09,ACC101496,WITHDRAWAL,1000,SUCCESS,0,0
TXN018474,2026-01-05 06:19:50,ATM1145,BANK04,ACC106271,WITHDRAWAL,3000,SUCCESS,0,0
TXN025234,2026-01-05 06:20:45,ATM1265,BANK06,ACC103235,WITHDRAWAL,1500,SUCCESS,0,0
TXN016368,2026-01-05 06:22:03,ATM1421,BANK01,ACC100910,WITHDRAWAL,5000,SUCCESS,0,0
TXN025112,2026-01-05 06:27:43,ATM1345,BANK09,ACC104069,WITHDRAWAL,3000,SUCCESS,0,0
TXN026076,2026-01-05 06:29:04,ATM1341,BANK09,ACC102904,WITHDRAWAL,5000,SUCCESS,0,0
TXN006541,2026-01-05 06:35:08,ATM1264,BANK04,ACC100995,WITHDRAWAL,1000,SUCCESS,0,0
TXN017202,2026-01-05 06:37:37,ATM1067,BANK02,ACC107437,WITHDRAWAL,3000,SUCCESS,0,0
TXN027354,2026-01-05 06:38:12,ATM1129,BANK03,ACC100971,WITHDRAWAL,500,SUCCESS,0,0
TXN021217,2026-01-05 06:38:38,ATM1339,BANK02,ACC107243,WITHDRAWAL,5000,SUCCESS,0,0
TXN018831,2026-01-05 06:40:27,ATM1122,BANK05,ACC102605,WITHDRAWAL,500,SUCCESS,0,0
TXN003215,2026-01-05 06:42:24,ATM1327,BANK03,ACC101086,WITHDRAWAL,4000,SUCCESS,0,0
TXN004555,2026-01-05 06:42:38,ATM1447,BANK08,ACC100478,WITHDRAWAL,1000,SUCCESS,0,0
TXN015800,2026-01-05 06:46:06,ATM1315,BANK06,ACC103295,WITHDRAWAL,500,SUCCESS,0,0
TXN004947,2026-01-05 06:53:12,ATM1483,BANK02,ACC_MULE_2035,WITHDRAWAL,8000,SUCCESS,3,1
TXN020122,2026-01-05 06:53:15,ATM1023,BANK05,ACC103931,WITHDRAWAL,2000,SUCCESS,0,0
TXN027908,2026-01-05 06:58:52,ATM1056,BANK06,ACC103353,WITHDRAWAL,500,SUCCESS,0,0
TXN004134,2026-01-05 07:01:20,ATM1452,BANK10,ACC103589,WITHDRAWAL,2000,SUCCESS,0,0
TXN004113,2026-01-05 07:03:52,ATM1472,BANK06,ACC102493,WITHDRAWAL,3000,SUCCESS,0,0
TXN021627,2026-01-05 07:04:02,ATM1308,BANK02,ACC106907,WITHDRAWAL,1000,SUCCESS,0,0
TXN022022,2026-01-05 07:09:11,ATM1219,BANK07,ACC104226,WITHDRAWAL,1500,FAILED_INSUFFICIENT_FUNDS,0,0
TXN003931,2026-01-05 07:16:40,ATM1493,BANK06,ACC105427,WITHDRAWAL,1000,SUCCESS,0,0
TXN019490,2026-01-05 07:17:37,ATM1424,BANK06,ACC101335,WITHDRAWAL,5000,SUCCESS,0,0
TXN013565,2026-01-05 07:20:47,ATM1392,BANK03,ACC104890,WITHDRAWAL,4000,SUCCESS,0,0
TXN024595,2026-01-05 07:21:38,ATM1434,BANK03,ACC104677,WITHDRAWAL,2000,SUCCESS,0,0
TXN008283,2026-01-05 07:24:40,ATM1326,BANK01,ACC101964,WITHDRAWAL,1500,SUCCESS,0,0
TXN008122,2026-01-05 07:26:17,ATM1200,BANK07,ACC107969,WITHDRAWAL,1000,FAILED_INSUFFICIENT_FUNDS,0,0
TXN001055,2026-01-05 07:28:28,ATM1245,BANK10,ACC105404,WITHDRAWAL,500,SUCCESS,0,0
TXN013502,2026-01-05 07:28:38,ATM1127,BANK07,ACC102450,WITHDRAWAL,3000,SUCCESS,0,0
TXN007197,2026-01-05 07:29:57,ATM1487,BANK10,ACC100393,WITHDRAWAL,500,SUCCESS,0,0
TXN017915,2026-01-05 07:34:14,ATM1493,BANK06,ACC107982,WITHDRAWAL,10000,SUCCESS,0,0
TXN013026,2026-01-05 07:36:11,ATM1375,BANK03,ACC107216,WITHDRAWAL,5000,SUCCESS,0,0
TXN020511,2026-01-05 07:37:31,ATM1204,BANK10,ACC101637,WITHDRAWAL,4000,SUCCESS,0,0
TXN017513,2026-01-05 07:41:39,ATM1259,BANK04,ACC107014,WITHDRAWAL,1000,SUCCESS,0,0
TXN009709,2026-01-05 07:42:30,ATM1340,BANK07,ACC100375,WITHDRAWAL,500,SUCCESS,0,0
TXN012044,2026-01-05 07:42:53,ATM1336,BANK04,ACC_MULE_2088,WITHDRAWAL,15000,SUCCESS,2,1
TXN025017,2026-01-05 07:47:33,ATM1489,BANK01,ACC104923,WITHDRAWAL,4000,SUCCESS,0,0
TXN020300,2026-01-05 07:58:15,ATM1264,BANK04,ACC104200,WITHDRAWAL,1500,SUCCESS,0,0
TXN023177,2026-01-05 08:01:34,ATM1423,BANK06,ACC104944,WITHDRAWAL,1000,SUCCESS,0,0
TXN028545,2026-01-05 08:03:33,ATM1141,BANK04,ACC102891,WITHDRAWAL,10000,FAILED_INSUFFICIENT_FUNDS,0,0
TXN010663,2026-01-05 08:04:11,ATM1270,BANK03,ACC107937,WITHDRAWAL,2000,SUCCESS,0,0
TXN019568,2026-01-05 08:04:18,ATM1332,BANK02,ACC102878,WITHDRAWAL,1500,SUCCESS,0,0
TXN019043,2026-01-05 08:04:28,ATM1103,BANK10,ACC103903,WITHDRAWAL,2000,SUCCESS,0,0
TXN001372,2026-01-05 08:09:49,ATM1357,BANK01,ACC101347,WITHDRAWAL,1500,SUCCESS,0,0
TXN016776,2026-01-05 08:19:20,ATM1138,BANK03,ACC106268,WITHDRAWAL,1000,SUCCESS,0,0
TXN028801,2026-01-05 08:23:16,ATM1156,BANK04,ACC106806,WITHDRAWAL,1500,SUCCESS,0,0
TXN016170,2026-01-05 08:25:55,ATM1012,BANK04,ACC100794,WITHDRAWAL,4000,SUCCESS,0,0
TXN002231,2026-01-05 08:29:20,ATM1362,BANK09,ACC103756,WITHDRAWAL,10000,SUCCESS,0,0
TXN024154,2026-01-05 08:36:14,ATM1264,BANK04,ACC101340,WITHDRAWAL,5000,SUCCESS,0,0
TXN011532,2026-01-05 08:38:28,ATM1267,BANK08,ACC105504,WITHDRAWAL,500,SUCCESS,0,0
TXN006584,2026-01-05 08:43:06,ATM1350,BANK07,ACC103866,WITHDRAWAL,3000,SUCCESS,0,0
TXN013924,2026-01-05 08:44:21,ATM1479,BANK05,ACC105995,WITHDRAWAL,500,FAILED_INSUFFICIENT_FUNDS,0,0
TXN007431,2026-01-05 08:46:12,ATM1385,BANK05,ACC106595,WITHDRAWAL,1500,SUCCESS,0,0
TXN001694,2026-01-05 08:48:17,ATM1015,BANK05,ACC102753,WITHDRAWAL,500,SUCCESS,0,0
TXN021304,2026-01-05 08:50:05,ATM1367,BANK02,ACC104928,WITHDRAWAL,3000,SUCCESS,0,0
TXN020134,2026-01-05 08:50:29,ATM1214,BANK02,ACC_MULE_2131,WITHDRAWAL,20000,SUCCESS,0,1
TXN003051,2026-01-05 08:51:04,ATM1405,BANK07,ACC107770,WITHDRAWAL,1500,SUCCESS,0,0
TXN010732,2026-01-05 08:51:18,ATM1387,BANK01,ACC102140,WITHDRAWAL,4000,SUCCESS,0,0
TXN013427,2026-01-05 08:52:12,ATM1414,BANK05,ACC102227,WITHDRAWAL,5000,SUCCESS,0,0
TXN023268,2026-01-05 08:54:12,ATM1206,BANK07,ACC103321,WITHDRAWAL,1000,SUCCESS,0,0
TXN019426,2026-01-05 08:55:18,ATM1311,BANK03,ACC105219,WITHDRAWAL,1000,SUCCESS,0,0
TXN005978,2026-01-05 08:55:33,ATM1477,BANK09,ACC101606,WITHDRAWAL,1000,FAILED_INSUFFICIENT_FUNDS,0,0
TXN014329,2026-01-05 08:56:40,ATM1025,BANK04,ACC102448,WITHDRAWAL,2000,SUCCESS,0,0
TXN000863,2026-01-05 08:57:06,ATM1027,BANK09,ACC106430,WITHDRAWAL,3000,SUCCESS,0,0
TXN021287,2026-01-05 09:10:26,ATM1118,BANK05,ACC102752,WITHDRAWAL,1500,SUCCESS,0,0
TXN008656,2026-01-05 09:10:32,ATM1183,BANK03,ACC106142,WITHDRAWAL,500,SUCCESS,0,0
TXN018019,2026-01-05 09:14:51,ATM1452,BANK10,ACC104376,WITHDRAWAL,1000,SUCCESS,0,0
TXN013703,2026-01-05 09:16:19,ATM1338,BANK09,ACC103061,WITHDRAWAL,1000,SUCCESS,0,0
TXN002601,2026-01-05 09:16:26,ATM1341,BANK09,ACC104072,WITHDRAWAL,2000,SUCCESS,0,0
TXN005589,2026-01-05 09:28:03,ATM1050,BANK03,ACC104875,WITHDRAWAL,2000,SUCCESS,1,0
TXN022323,2026-01-05 09:30:15,ATM1009,BANK10,ACC100149,WITHDRAWAL,1000,SUCCESS,0,0
TXN006323,2026-01-05 09:30:49,ATM1376,BANK05,ACC102351,WITHDRAWAL,3000,SUCCESS,0,0
TXN013570,2026-01-05 09:33:47,ATM1347,BANK08,ACC102793,WITHDRAWAL,5000,SUCCESS,0,0
TXN029986,2026-01-05 09:36:45,ATM1200,BANK07,ACC102884,WITHDRAWAL,1000,SUCCESS,0,0
TXN020358,2026-01-05 09:38:22,ATM1380,BANK10,ACC102732,WITHDRAWAL,1000,SUCCESS,0,0
TXN021269,2026-01-05 09:38:59,ATM1340,BANK07,ACC104828,WITHDRAWAL,1500,SUCCESS,0,0
TXN013306,2026-01-05 09:40:43,ATM1048,BANK03,ACC105326,WITHDRAWAL,1500,SUCCESS,0,0
TXN008075,2026-01-05 09:41:06,ATM1017,BANK02,ACC104317,WITHDRAWAL,1500,SUCCESS,0,0
TXN012327,2026-01-05 09:41:50,ATM1074,BANK10,ACC107919,WITHDRAWAL,5000,SUCCESS,0,0
TXN018269,2026-01-05 09:44:22,ATM1230,BANK05,ACC102228,WITHDRAWAL,2000,SUCCESS,0,0
TXN007467,2026-01-05 09:46:26,ATM1215,BANK08,ACC100315,WITHDRAWAL,3000,SUCCESS,0,0
TXN006738,2026-01-05 09:48:12,ATM1449,BANK10,ACC106865,WITHDRAWAL,10000,SUCCESS,0,0
TXN021032,2026-01-05 09:54:02,ATM1133,BANK01,ACC107116,WITHDRAWAL,4000,SUCCESS,0,0
TXN000442,2026-01-05 09:59:25,ATM1413,BANK03,ACC104368,WITHDRAWAL,500,SUCCESS,0,0
TXN017740,2026-01-05 10:03:18,ATM1214,BANK02,ACC104814,WITHDRAWAL,4000,SUCCESS,0,0
TXN029509,2026-01-05 10:04:44,ATM1325,BANK08,ACC104661,WITHDRAWAL,1000,SUCCESS,0,0
TXN024320,2026-01-05 10:13:34,ATM1103,BANK10,ACC104967,WITHDRAWAL,3000,FAILED_INSUFFICIENT_FUNDS,0,0
TXN010871,2026-01-05 10:14:20,ATM1377,BANK01,ACC106194,WITHDRAWAL,1000,SUCCESS,0,0
TXN024482,2026-01-05 10:15:32,ATM1209,BANK08,ACC102907,WITHDRAWAL,500,SUCCESS,0,0
TXN001980,2026-01-05 10:20:51,ATM1398,BANK06,ACC102487,WITHDRAWAL,1500,SUCCESS,0,0
TXN013320,2026-01-05 10:25:53,ATM1147,BANK02,ACC104323,WITHDRAWAL,3000,SUCCESS,0,0
TXN010575,2026-01-05 10:28:27,ATM1422,BANK08,ACC102064,WITHDRAWAL,1000,SUCCESS,0,0
TXN000508,2026-01-05 10:32:25,ATM1141,BANK04,ACC103714,WITHDRAWAL,5000,SUCCESS,0,0
TXN015615,2026-01-05 10:32:56,ATM1356,BANK08,ACC101152,WITHDRAWAL,1000,SUCCESS,0,0
TXN009854,2026-01-05 10:34:52,ATM1274,BANK08,ACC105589,WITHDRAWAL,1500,SUCCESS,0,0
TXN021206,2026-01-05 10:38:30,ATM1020,BANK01,ACC103525,WITHDRAWAL,2000,SUCCESS,0,0
TXN021860,2026-01-05 10:39:19,ATM1397,BANK04,ACC100203,WITHDRAWAL,1500,SUCCESS,0,0
TXN013699,2026-01-05 10:52:02,ATM1119,BANK09,ACC104699,WITHDRAWAL,500,SUCCESS,0,0
TXN006332,2026-01-05 11:00:07,ATM1352,BANK07,ACC107199,WITHDRAWAL,3000,SUCCESS,0,0
TXN001130,2026-01-05 11:00:24,ATM1161,BANK02,ACC104928,WITHDRAWAL,2000,SUCCESS,0,0
TXN010812,2026-01-05 11:00:50,ATM1161,BANK02,ACC103577,WITHDRAWAL,4000,SUCCESS,0,0
TXN002511,2026-01-05 11:01:01,ATM1134,BANK04,ACC100754,WITHDRAWAL,500,SUCCESS,0,0
TXN003429,2026-01-05 11:05:27,ATM1337,BANK07,ACC100638,WITHDRAWAL,5000,FAILED_INSUFFICIENT_FUNDS,0,0
TXN021717,2026-01-05 11:05:47,ATM1369,BANK06,ACC106464,WITHDRAWAL,1000,SUCCESS,0,0
TXN010074,2026-01-05 11:06:24,ATM1090,BANK07,ACC102042,WITHDRAWAL,2000,SUCCESS,0,0
TXN010999,2026-01-05 11:06:35,ATM1129,BANK03,ACC101134,WITHDRAWAL,3000,SUCCESS,0,0
TXN000412,2026-01-05 11:09:56,ATM1070,BANK01,ACC102052,WITHDRAWAL,2000,SUCCESS,0,0
TXN008170,2026-01-05 11:13:59,ATM1413,BANK03,ACC103841,WITHDRAWAL,1500,SUCCESS,0,0
TXN029988,2026-01-05 11:18:28,ATM1123,BANK01,ACC100337,WITHDRAWAL,1000,SUCCESS,0,0
TXN011332,2026-01-05 11:19:37,ATM1303,BANK02,ACC102294,WITHDRAWAL,500,SUCCESS,0,0
TXN022283,2026-01-05 11:20:43,ATM1105,BANK06,ACC103981,WITHDRAWAL,1000,SUCCESS,0,0
TXN005507,2026-01-05 11:21:17,ATM1078,BANK01,ACC107328,WITHDRAWAL,4000,SUCCESS,0,0
TXN022005,2026-01-05 11:23:07,ATM1297,BANK10,ACC106461,WITHDRAWAL,3000,SUCCESS,0,0
TXN026567,2026-01-05 11:23:15,ATM1281,BANK10,ACC106387,WITHDRAWAL,1000,SUCCESS,0,0
TXN018056,2026-01-05 11:25:14,ATM1436,BANK01,ACC101931,WITHDRAWAL,5000,SUCCESS,0,0
TXN012011,2026-01-05 11:28:25,ATM1165,BANK07,ACC104482,WITHDRAWAL,3000,SUCCESS,0,0
TXN006682,2026-01-05 11:29:03,ATM1464,BANK01,ACC_MULE_2038,WITHDRAWAL,8000,SUCCESS,1,1
TXN005077,2026-01-05 11:29:38,ATM1151,BANK03,ACC107104,WITHDRAWAL,3000,SUCCESS,0,0
TXN006284,2026-01-05 11:31:04,ATM1024,BANK06,ACC103002,WITHDRAWAL,5000,SUCCESS,0,0
TXN012396,2026-01-05 11:33:00,ATM1336,BANK04,ACC101437,WITHDRAWAL,1000,SUCCESS,0,0
TXN019978,2026-01-05 11:38:22,ATM1258,BANK02,ACC106386,WITHDRAWAL,2000,SUCCESS,0,0
TXN014612,2026-01-05 11:39:53,ATM1061,BANK08,ACC_MULE_2113,WITHDRAWAL,8000,SUCCESS,2,1
TXN028414,2026-01-05 11:43:56,ATM1494,BANK10,ACC104867,WITHDRAWAL,2000,SUCCESS,0,0
TXN020043,2026-01-05 11:50:45,ATM1250,BANK06,ACC106614,WITHDRAWAL,1500,SUCCESS,0,0
TXN016947,2026-01-05 11:50:58,ATM1414,BANK05,ACC107499,WITHDRAWAL,4000,SUCCESS,0,0
TXN026020,2026-01-05 12:09:09,ATM1134,BANK04,ACC106487,WITHDRAWAL,1000,SUCCESS,0,0
TXN015757,2026-01-05 12:09:56,ATM1437,BANK04,ACC100774,WITHDRAWAL,1000,SUCCESS,0,0
TXN007768,2026-01-05 12:14:37,ATM1408,BANK06,ACC106082,WITHDRAWAL,3000,SUCCESS,0,0
TXN001494,2026-01-05 12:14:47,ATM1362,BANK09,ACC106975,WITHDRAWAL,1500,SUCCESS,0,0
TXN022379,2026-01-05 12:15:05,ATM1370,BANK06,ACC103383,WITHDRAWAL,4000,SUCCESS,0,0
TXN025162,2026-01-05 12:20:08,ATM1008,BANK09,ACC104398,WITHDRAWAL,10000,SUCCESS,0,0
TXN014187,2026-01-05 12:23:41,ATM1275,BANK10,ACC101736,WITHDRAWAL,2000,SUCCESS,0,0
TXN019363,2026-01-05 12:27:55,ATM1023,BANK05,ACC105437,WITHDRAWAL,1000,FAILED_INSUFFICIENT_FUNDS,0,0
TXN024651,2026-01-05 12:28:58,ATM1397,BANK04,ACC106135,WITHDRAWAL,1000,SUCCESS,0,0
TXN000145,2026-01-05 12:31:01,ATM1116,BANK09,ACC100597,WITHDRAWAL,1500,SUCCESS,0,0
TXN016023,2026-01-05 12:32:47,ATM1291,BANK09,ACC104315,WITHDRAWAL,4000,SUCCESS,0,0
TXN011722,2026-01-05 12:33:32,ATM1267,BANK08,ACC100058,WITHDRAWAL,500,SUCCESS,0,0
TXN003331,2026-01-05 12:40:28,ATM1012,BANK04,ACC104624,WITHDRAWAL,3000,SUCCESS,0,0
TXN001906,2026-01-05 12:41:20,ATM1170,BANK08,ACC107362,WITHDRAWAL,1000,SUCCESS,0,0
TXN007030,2026-01-05 12:48:15,ATM1380,BANK10,ACC105970,WITHDRAWAL,500,SUCCESS,0,0
TXN012568,2026-01-05 12:50:32,ATM1192,BANK08,ACC103880,WITHDRAWAL,5000,SUCCESS,0,0
TXN019372,2026-01-05 12:54:42,ATM1391,BANK05,ACC106441,WITHDRAWAL,4000,SUCCESS,0,0
TXN022830,2026-01-05 12:56:48,ATM1479,BANK05,ACC105519,WITHDRAWAL,500,SUCCESS,0,0
TXN009220,2026-01-05 12:57:01,ATM1298,BANK07,ACC104945,WITHDRAWAL,15000,SUCCESS,1,1
TXN027894,2026-01-05 13:02:37,ATM1401,BANK06,ACC100382,WITHDRAWAL,2000,SUCCESS,0,0
TXN026511,2026-01-05 13:10:24,ATM1168,BANK05,ACC_MULE_2005,WITHDRAWAL,20000,FAILED_LIMIT_EXCEEDED,0,1
TXN000730,2026-01-05 13:13:38,ATM1202,BANK07,ACC101661,WITHDRAWAL,3000,SUCCESS,0,0
TXN020958,2026-01-05 13:14:07,ATM1419,BANK02,ACC104552,WITHDRAWAL,1500,SUCCESS,0,0
TXN000895,2026-01-05 13:14:37,ATM1045,BANK01,ACC100606,WITHDRAWAL,3000,SUCCESS,0,0
TXN017638,2026-01-05 13:15:51,ATM1430,BANK10,ACC104036,WITHDRAWAL,1000,SUCCESS,0,0
TXN002940,2026-01-05 13:17:48,ATM1344,BANK08,ACC104235,WITHDRAWAL,1000,SUCCESS,0,0
TXN005437,2026-01-05 13:21:41,ATM1231,BANK05,ACC107342,WITHDRAWAL,3000,SUCCESS,0,0
TXN010156,2026-01-05 13:24:15,ATM1322,BANK01,ACC102940,WITHDRAWAL,1000,SUCCESS,0,0
TXN009644,2026-01-05 13:24:35,ATM1299,BANK03,ACC104140,WITHDRAWAL,5000,SUCCESS,0,0
TXN019757,2026-01-05 13:27:36,ATM1146,BANK04,ACC_MULE_2065,WITHDRAWAL,20000,SUCCESS,1,1
TXN024839,2026-01-05 13:28:06,ATM1248,BANK08,ACC104528,WITHDRAWAL,1500,SUCCESS,0,0
TXN002910,2026-01-05 13:28:45,ATM1083,BANK05,ACC104565,WITHDRAWAL,500,SUCCESS,0,0
TXN004422,2026-01-05 13:30:45,ATM1292,BANK07,ACC102199,WITHDRAWAL,500,SUCCESS,0,0
TXN008394,2026-01-05 13:33:30,ATM1320,BANK05,ACC102734,WITHDRAWAL,500,SUCCESS,0,0
TXN018117,2026-01-05 13:35:45,ATM1174,BANK06,ACC104261,WITHDRAWAL,2000,SUCCESS,0,0
TXN029810,2026-01-05 13:35:54,ATM1305,BANK09,ACC100866,WITHDRAWAL,2000,SUCCESS,0,0
TXN011180,2026-01-05 13:41:56,ATM1260,BANK06,ACC102414,WITHDRAWAL,1000,FAILED_INSUFFICIENT_FUNDS,0,0
TXN009253,2026-01-05 13:44:10,ATM1012,BANK04,ACC102126,WITHDRAWAL,2000,SUCCESS,1,0
TXN007935,2026-01-05 13:47:51,ATM1003,BANK02,ACC104651,WITHDRAWAL,2000,SUCCESS,0,0
TXN003564,2026-01-05 13:51:42,ATM1057,BANK05,ACC103117,WITHDRAWAL,5000,SUCCESS,1,0
TXN003709,2026-01-05 13:58:36,ATM1409,BANK08,ACC106257,WITHDRAWAL,500,SUCCESS,0,0
TXN003379,2026-01-05 14:00:16,ATM1477,BANK09,ACC105728,WITHDRAWAL,3000,SUCCESS,1,0
TXN016248,2026-01-05 14:03:28,ATM1079,BANK02,ACC103626,WITHDRAWAL,1000,SUCCESS,0,0
TXN014029,2026-01-05 14:03:31,ATM1300,BANK03,ACC106710,WITHDRAWAL,1500,SUCCESS,0,0
TXN013837,2026-01-05 14:13:18,ATM1233,BANK02,ACC102542,WITHDRAWAL,500,SUCCESS,0,0
TXN018243,2026-01-05 14:14:05,ATM1194,BANK09,ACC_MULE_2073,WITHDRAWAL,25000,SUCCESS,0,1
TXN003035,2026-01-05 14:16:09,ATM1035,BANK08,ACC101725,WITHDRAWAL,4000,SUCCESS,0,0
TXN010972,2026-01-05 14:19:04,ATM1083,BANK05,ACC100494,WITHDRAWAL,1000,SUCCESS,0,0
TXN004107,2026-01-05 14:19:08,ATM1248,BANK08,ACC_MULE_2040,WITHDRAWAL,25000,SUCCESS,0,1
TXN000848,2026-01-05 14:20:00,ATM1499,BANK06,ACC101028,WITHDRAWAL,5000,SUCCESS,0,0
TXN027369,2026-01-05 14:21:16,ATM1118,BANK05,ACC102802,WITHDRAWAL,5000,SUCCESS,0,0
TXN023463,2026-01-05 14:25:18,ATM1424,BANK06,ACC100452,WITHDRAWAL,1000,SUCCESS,0,0
TXN020349,2026-01-05 14:27:16,ATM1230,BANK05,ACC107181,WITHDRAWAL,1500,SUCCESS,0,0
TXN028857,2026-01-05 14:33:53,ATM1047,BANK06,ACC104687,WITHDRAWAL,3000,SUCCESS,0,0
TXN019124,2026-01-05 14:34:50,ATM1189,BANK10,ACC101622,WITHDRAWAL,1500,SUCCESS,0,0
TXN003747,2026-01-05 14:37:22,ATM1068,BANK09,ACC107200,WITHDRAWAL,500,SUCCESS,0,0
TXN004244,2026-01-05 14:39:30,ATM1287,BANK05,ACC104915,WITHDRAWAL,3000,SUCCESS,0,0
