complaint_id,timestamp,atm_id,bank_id,account_id,category,amount_disputed,is_verified_fraud,status
CMP003950,2026-01-05 22:25:14,ATM1291,BANK09,ACC801939,Card Skimming / Clone Fraud,2000,1,UNDER_INVESTIGATION
CMP009037,2026-01-05 22:27:02,ATM1303,BANK02,ACC877762,Unauthorized ATM Cash Withdrawal,15000,0,UNDER_INVESTIGATION
CMP001553,2026-01-05 22:28:01,ATM1431,BANK09,ACC_MULE_2126,Card Skimming / Clone Fraud,20000,1,RESOLVED
CMP009263,2026-01-05 22:37:31,ATM1320,BANK05,ACC808354,Unauthorized ATM Cash Withdrawal,3000,0,CLOSED
CMP002474,2026-01-05 23:01:52,ATM1309,BANK10,ACC756852,Unauthorized ATM Cash Withdrawal,15000,1,REGISTERED
CMP008790,2026-01-05 23:02:38,ATM1148,BANK06,ACC531963,Unauthorized ATM Cash Withdrawal,20000,0,REGISTERED
CMP009400,2026-01-05 23:32:21,ATM1410,BANK06,ACC198041,Unauthorized ATM Cash Withdrawal,3000,0,REGISTERED
CMP002678,2026-01-05 23:37:20,ATM1138,BANK03,ACC845221,ATM Cash Dispense Failure / Trapping,5000,1,CLOSED
CMP001936,2026-01-05 23:43:34,ATM1301,BANK05,ACC457007,Unauthorized ATM Cash Withdrawal,5000,0,REGISTERED
CMP000949,2026-01-05 23:55:51,ATM1053,BANK03,ACC103828,Card Skimming / Clone Fraud,15000,1,REGISTERED
CMP006474,2026-01-05 23:57:57,ATM1285,BANK07,ACC577366,Unauthorized ATM Cash Withdrawal,1000,1,CLOSED
CMP006511,2026-01-05 23:59:21,ATM1033,BANK06,ACC715944,Card Skimming / Clone Fraud,20000,1,REGISTERED
CMP009016,2026-01-06 00:03:59,ATM1249,BANK07,ACC214819,Card Skimming / Clone Fraud,15000,0,CLOSED
CMP006384,2026-01-06 00:04:38,ATM1246,BANK04,ACC584465,Phishing & OTP Coerced Cash-out,15000,0,REGISTERED
CMP002004,2026-01-06 00:07:24,ATM1059,BANK08,ACC724208,Unauthorized ATM Cash Withdrawal,5000,0,CLOSED
CMP001256,2026-01-06 00:11:44,ATM1431,BANK09,ACC_MULE_2126,Phishing & OTP Coerced Cash-out,20000,1,UNDER_INVESTIGATION
CMP003335,2026-01-06 00:15:28,ATM1225,BANK03,ACC353438,PIN Shoulder Surfing & Theft,2000,1,REGISTERED
CMP004621,2026-01-06 00:22:10,ATM1177,BANK04,ACC953122,ATM Cash Dispense Failure / Trapping,1000,0,CLOSED
CMP003310,2026-01-06 00:30:35,ATM1030,BANK01,ACC141411,Phishing & OTP Coerced Cash-out,10000,1,REGISTERED
CMP009113,2026-01-06 00:34:48,ATM1023,BANK05,ACC318779,Card Skimming / Clone Fraud,20000,0,CLOSED
CMP008648,2026-01-06 00:44:39,ATM1418,BANK03,ACC276984,Unauthorized ATM Cash Withdrawal,10000,1,UNDER_INVESTIGATION
CMP003581,2026-01-06 01:01:25,ATM1325,BANK08,ACC841436,Card Skimming / Clone Fraud,15000,1,REGISTERED
CMP008565,2026-01-06 01:05:37,ATM1399,BANK03,ACC580877,ATM Cash Dispense Failure / Trapping,5000,0,UNDER_INVESTIGATION
CMP007709,2026-01-06 01:16:19,ATM1276,BANK08,ACC628951,Unauthorized ATM Cash Withdrawal,5000,0,UNDER_INVESTIGATION
CMP005143,2026-01-06 01:23:49,ATM1226,BANK02,ACC371759,Phishing & OTP Coerced Cash-out,10000,0,UNDER_INVESTIGATION
CMP002668,2026-01-06 01:31:57,ATM1005,BANK01,ACC596205,Unauthorized ATM Cash Withdrawal,3000,1,CLOSED
CMP009447,2026-01-06 02:00:57,ATM1293,BANK08,ACC220987,Unauthorized ATM Cash Withdrawal,5000,1,REGISTERED
CMP009997,2026-01-06 02:15:35,ATM1271,BANK09,ACC881424,ATM Cash Dispense Failure / Trapping,10000,0,REGISTERED
CMP001497,2026-01-06 02:18:55,ATM1141,BANK04,ACC_MULE_2064,PIN Shoulder Surfing & Theft,25000,1,REGISTERED
CMP000754,2026-01-06 02:26:04,ATM1070,BANK01,ACC100731,Unauthorized ATM Cash Withdrawal,10000,1,REGISTERED
CMP005506,2026-01-06 02:27:15,ATM1022,BANK04,ACC506884,Unauthorized ATM Cash Withdrawal,1000,0,REGISTERED
CMP005524,2026-01-06 02:35:33,ATM1468,BANK01,ACC996437,Card Skimming / Clone Fraud,1000,0,UNDER_INVESTIGATION
CMP001130,2026-01-06 02:41:03,ATM1028,BANK08,ACC100450,Unauthorized ATM Cash Withdrawal,8000,1,RESOLVED
CMP005321,2026-01-06 02:50:42,ATM1053,BANK03,ACC952350,Unauthorized ATM Cash Withdrawal,2000,0,CLOSED
CMP008001,2026-01-06 03:08:08,ATM1448,BANK02,ACC308159,ATM Cash Dispense Failure / Trapping,20000,1,CLOSED
CMP005668,2026-01-06 03:19:15,ATM1352,BANK07,ACC694218,ATM Cash Dispense Failure / Trapping,20000,1,CLOSED
CMP005796,2026-01-06 03:28:59,ATM1165,BANK07,ACC186757,Phishing & OTP Coerced Cash-out,10000,0,REGISTERED
CMP000890,2026-01-06 03:41:30,ATM1464,BANK01,ACC_MULE_2038,Unauthorized ATM Cash Withdrawal,8000,1,RESOLVED
CMP005883,2026-01-06 03:43:39,ATM1131,BANK07,ACC702103,PIN Shoulder Surfing & Theft,20000,0,UNDER_INVESTIGATION
CMP006266,2026-01-06 03:45:53,ATM1091,BANK08,ACC203671,Card Skimming / Clone Fraud,10000,0,REGISTERED
CMP001278,2026-01-06 03:50:57,ATM1003,BANK02,ACC106682,Card Skimming / Clone Fraud,15000,1,UNDER_INVESTIGATION
CMP004071,2026-01-06 03:58:05,ATM1146,BANK04,ACC429953,Unauthorized ATM Cash Withdrawal,2000,0,UNDER_INVESTIGATION
CMP001202,2026-01-06 04:20:13,ATM1320,BANK05,ACC_MULE_2101,ATM Cash Dispense Failure / Trapping,15000,1,REGISTERED
CMP005478,2026-01-06 04:27:15,ATM1126,BANK03,ACC681117,Card Skimming / Clone Fraud,20000,0,UNDER_INVESTIGATION
CMP000937,2026-01-06 04:32:22,ATM1415,BANK02,ACC_MULE_2094,Unauthorized ATM Cash Withdrawal,25000,1,REGISTERED
CMP002129,2026-01-06 04:47:59,ATM1215,BANK08,ACC235657,Card Skimming / Clone Fraud,1000,0,REGISTERED
CMP005832,2026-01-06 04:56:10,ATM1372,BANK03,ACC997578,Phishing & OTP Coerced Cash-out,1000,0,CLOSED
CMP008307,2026-01-06 04:59:41,ATM1357,BANK01,ACC544810,ATM Cash Dispense Failure / Trapping,3000,1,CLOSED
CMP007926,2026-01-06 05:04:38,ATM1361,BANK06,ACC214076,Phishing & OTP Coerced Cash-out,3000,0,REGISTERED
CMP001137,2026-01-06 05:06:53,ATM1417,BANK09,ACC_MULE_2005,Unauthorized ATM Cash Withdrawal,8000,1,REGISTERED
CMP008243,2026-01-06 05:09:58,ATM1154,BANK07,ACC407222,Unauthorized ATM Cash Withdrawal,3000,0,UNDER_INVESTIGATION
CMP000134,2026-01-06 05:19:11,ATM1455,BANK09,ACC_MULE_2088,Card Skimming / Clone Fraud,8000,1,REGISTERED
CMP008936,2026-01-06 05:29:47,ATM1267,BANK08,ACC974552,ATM Cash Dispense Failure / Trapping,1000,0,REGISTERED
CMP004267,2026-01-06 05:38:35,ATM1321,BANK07,ACC179682,Unauthorized ATM Cash Withdrawal,15000,0,REGISTERED
CMP008376,2026-01-06 05:42:10,ATM1172,BANK03,ACC992410,Unauthorized ATM Cash Withdrawal,3000,0,REGISTERED
CMP009090,2026-01-06 05:54:37,ATM1065,BANK06,ACC147492,Phishing & OTP Coerced Cash-out,1000,1,UNDER_INVESTIGATION
CMP009855,2026-01-06 05:55:37,ATM1281,BANK10,ACC248242,Unauthorized ATM Cash Withdrawal,15000,0,CLOSED
CMP008089,2026-01-06 05:55:50,ATM1053,BANK03,ACC783011,PIN Shoulder Surfing & Theft,15000,0,REGISTERED
CMP004132,2026-01-06 05:56:29,ATM1231,BANK05,ACC114558,Card Skimming / Clone Fraud,1000,1,REGISTERED
CMP004404,2026-01-06 05:57:11,ATM1052,BANK10,ACC759174,Card Skimming / Clone Fraud,15000,0,CLOSED
CMP009586,2026-01-06 06:05:38,ATM1156,BANK04,ACC792905,ATM Cash Dispense Failure / Trapping,1000,0,CLOSED
CMP007762,2026-01-06 06:09:58,ATM1140,BANK07,ACC530073,PIN Shoulder Surfing & Theft,15000,1,UNDER_INVESTIGATION
CMP009588,2026-01-06 06:19:05,ATM1302,BANK10,ACC767210,Unauthorized ATM Cash Withdrawal,15000,0,REGISTERED
CMP004761,2026-01-06 06:20:33,ATM1302,BANK10,ACC239308,Unauthorized ATM Cash Withdrawal,1000,1,CLOSED
CMP000294,2026-01-06 06:24:23,ATM1119,BANK09,ACC_MULE_2089,Unauthorized ATM Cash Withdrawal,8000,1,RESOLVED
CMP007755,2026-01-06 06:25:18,ATM1398,BANK06,ACC503078,Card Skimming / Clone Fraud,3000,1,CLOSED
CMP007361,2026-01-06 06:32:55,ATM1335,BANK07,ACC306100,Unauthorized ATM Cash Withdrawal,1000,1,CLOSED
CMP002807,2026-01-06 06:34:48,ATM1199,BANK03,ACC159151,PIN Shoulder Surfing & Theft,1000,1,UNDER_INVESTIGATION
CMP009909,2026-01-06 06:49:18,ATM1273,BANK03,ACC731237,Card Skimming / Clone Fraud,15000,0,REGISTERED
CMP008995,2026-01-06 06:55:09,ATM1082,BANK08,ACC706775,Card Skimming / Clone Fraud,10000,0,REGISTERED
CMP006411,2026-01-06 06:57:29,ATM1288,BANK10,ACC622173,Unauthorized ATM Cash Withdrawal,2000,0,CLOSED
CMP003354,2026-01-06 07:27:37,ATM1204,BANK10,ACC642134,Unauthorized ATM Cash Withdrawal,3000,1,UNDER_INVESTIGATION
CMP004786,2026-01-06 07:33:55,ATM1076,BANK02,ACC616060,Card Skimming / Clone Fraud,20000,1,UNDER_INVESTIGATION
CMP001877,2026-01-06 07:34:37,ATM1322,BANK01,ACC867753,Unauthorized ATM Cash Withdrawal,20000,0,REGISTERED
CMP005208,2026-01-06 07:52:35,ATM1389,BANK04,ACC560643,Unauthorized ATM Cash Withdrawal,15000,1,CLOSED
CMP002037,2026-01-06 08:11:58,ATM1017,BANK02,ACC423521,Unauthorized ATM Cash Withdrawal,3000,1,UNDER_INVESTIGATION
CMP003249,2026-01-06 08:12:01,ATM1165,BANK07,ACC829617,Card Skimming / Clone Fraud,1000,0,CLOSED
CMP008909,2026-01-06 08:17:24,ATM1036,BANK04,ACC402209,Card Skimming / Clone Fraud,1000,0,UNDER_INVESTIGATION
CMP003662,2026-01-06 08:39:58,ATM1182,BANK02,ACC166283,Unauthorized ATM Cash Withdrawal,10000,0,REGISTERED
CMP003829,2026-01-06 08:46:55,ATM1469,BANK05,ACC220800,Unauthorized ATM Cash Withdrawal,3000,0,UNDER_INVESTIGATION
CMP004904,2026-01-06 08:50:02,ATM1129,BANK03,ACC777296,Card Skimming / Clone Fraud,3000,0,CLOSED
CMP001044,2026-01-06 08:52:57,ATM1053,BANK03,ACC103828,Unauthorized ATM Cash Withdrawal,15000,1,RESOLVED
CMP002410,2026-01-06 08:57:39,ATM1257,BANK08,ACC982188,Unauthorized ATM Cash Withdrawal,2000,1,CLOSED
CMP000254,2026-01-06 08:58:51,ATM1194,BANK09,ACC_MULE_2073,PIN Shoulder Surfing & Theft,25000,1,UNDER_INVESTIGATION
CMP009214,2026-01-06 09:16:34,ATM1123,BANK01,ACC735475,Card Skimming / Clone Fraud,3000,0,CLOSED
CMP000279,2026-01-06 09:26:00,ATM1350,BANK07,ACC_MULE_2139,Unauthorized ATM Cash Withdrawal,10000,1,RESOLVED
CMP000408,2026-01-06 09:49:04,ATM1141,BANK04,ACC_MULE_2064,PIN Shoulder Surfing & Theft,25000,1,UNDER_INVESTIGATION
CMP009946,2026-01-06 10:00:35,ATM1222,BANK04,ACC329086,PIN Shoulder Surfing & Theft,2000,0,REGISTERED
CMP003675,2026-01-06 10:03:27,ATM1333,BANK03,ACC403245,Unauthorized ATM Cash Withdrawal,3000,1,UNDER_INVESTIGATION
CMP001457,2026-01-06 10:11:01,ATM1192,BANK08,ACC_MULE_2065,Card Skimming / Clone Fraud,10000,1,UNDER_INVESTIGATION
CMP005848,2026-01-06 10:14:19,ATM1414,BANK05,ACC858090,Unauthorized ATM Cash Withdrawal,20000,1,REGISTERED
CMP007629,2026-01-06 10:14:35,ATM1146,BANK04,ACC880012,Phishing & OTP Coerced Cash-out,15000,1,REGISTERED
CMP000658,2026-01-06 10:18:41,ATM1119,BANK09,ACC_MULE_2089,Unauthorized ATM Cash Withdrawal,8000,1,UNDER_INVESTIGATION
CMP001205,2026-01-06 10:21:19,ATM1399,BANK03,ACC_MULE_2116,Unauthorized ATM Cash Withdrawal,25000,1,RESOLVED
CMP008891,2026-01-06 10:31:58,ATM1073,BANK09,ACC688064,Unauthorized ATM Cash Withdrawal,2000,0,REGISTERED
CMP002265,2026-01-06 10:40:39,ATM1014,BANK06,ACC261626,Unauthorized ATM Cash Withdrawal,5000,1,UNDER_INVESTIGATION
CMP002291,2026-01-06 10:48:04,ATM1403,BANK07,ACC558744,Card Skimming / Clone Fraud,2000,1,CLOSED
CMP003598,2026-01-06 10:49:37,ATM1328,BANK08,ACC404794,Unauthorized ATM Cash Withdrawal,10000,1,UNDER_INVESTIGATION
CMP002707,2026-01-06 10:59:44,ATM1312,BANK08,ACC103766,Unauthorized ATM Cash Withdrawal,15000,1,UNDER_INVESTIGATION
CMP007360,2026-01-06 11:06:26,ATM1095,BANK01,ACC167993,Card Skimming / Clone Fraud,20000,1,REGISTERED
CMP006830,2026-01-06 11:16:31,ATM1374,BANK04,ACC908167,Card Skimming / Clone Fraud,5000,1,UNDER_INVESTIGATION
CMP002337,2026-01-06 11:20:41,ATM1401,BANK06,ACC870514,PIN Shoulder Surfing & Theft,10000,0,UNDER_INVESTIGATION
CMP007667,2026-01-06 11:26:04,ATM1095,BANK01,ACC397310,Unauthorized ATM Cash Withdrawal,20000,0,REGISTERED
CMP009111,2026-01-06 11:40:40,ATM1141,BANK04,ACC493764,Card Skimming / Clone Fraud,3000,1,UNDER_INVESTIGATION
CMP004242,2026-01-06 11:47:17,ATM1129,BANK03,ACC596334,Card Skimming / Clone Fraud,1000,1,CLOSED
CMP004582,2026-01-06 12:13:33,ATM1164,BANK09,ACC568484,Card Skimming / Clone Fraud,10000,1,CLOSED
CMP009875,2026-01-06 12:19:52,ATM1384,BANK10,ACC161784,ATM Cash Dispense Failure / Trapping,1000,1,CLOSED
CMP001369,2026-01-06 12:23:03,ATM1255,BANK07,ACC_MULE_2066,ATM Cash Dispense Failure / Trapping,15000,1,REGISTERED
CMP004597,2026-01-06 12:30:47,ATM1125,BANK03,ACC170671,Unauthorized ATM Cash Withdrawal,15000,0,UNDER_INVESTIGATION
CMP000934,2026-01-06 12:32:23,ATM1245,BANK10,ACC107007,Card Skimming / Clone Fraud,8000,1,RESOLVED
CMP001562,2026-01-06 12:39:08,ATM1089,BANK01,ACC_MULE_2019,Unauthorized ATM Cash Withdrawal,10000,1,RESOLVED
CMP004050,2026-01-06 12:40:47,ATM1025,BANK04,ACC159896,Unauthorized ATM Cash Withdrawal,20000,1,CLOSED
CMP001667,2026-01-06 12:48:07,ATM1188,BANK06,ACC580449,Card Skimming / Clone Fraud,20000,1,UNDER_INVESTIGATION
CMP007772,2026-01-06 12:50:52,ATM1432,BANK04,ACC407555,PIN Shoulder Surfing & Theft,3000,1,UNDER_INVESTIGATION
CMP009061,2026-01-06 13:03:10,ATM1438,BANK03,ACC311263,Card Skimming / Clone Fraud,3000,1,CLOSED
CMP003690,2026-01-06 13:19:40,ATM1331,BANK09,ACC998180,Unauthorized ATM Cash Withdrawal,3000,0,CLOSED
CMP005175,2026-01-06 13:21:38,ATM1371,BANK04,ACC960155,ATM Cash Dispense Failure / Trapping,2000,0,REGISTERED
CMP007826,2026-01-06 13:40:22,ATM1286,BANK05,ACC747093,Phishing & OTP Coerced Cash-out,5000,0,REGISTERED
CMP008595,2026-01-06 13:43:47,ATM1479,BANK05,ACC981766,Unauthorized ATM Cash Withdrawal,2000,0,REGISTERED
CMP003686,2026-01-06 13:47:50,ATM1435,BANK05,ACC872979,Unauthorized ATM Cash Withdrawal,15000,0,CLOSED
CMP001821,2026-01-06 13:59:26,ATM1192,BANK08,ACC837941,Unauthorized ATM Cash Withdrawal,1000,0,REGISTERED
CMP006954,2026-01-06 14:09:14,ATM1154,BANK07,ACC878551,Card Skimming / Clone Fraud,10000,0,CLOSED
CMP000886,2026-01-06 14:13:56,ATM1027,BANK09,ACC_MULE_2144,Unauthorized ATM Cash Withdrawal,10000,1,RESOLVED
CMP006944,2026-01-06 14:23:19,ATM1397,BANK04,ACC138932,Card Skimming / Clone Fraud,1000,0,UNDER_INVESTIGATION
CMP001832,2026-01-06 14:27:29,ATM1380,BANK10,ACC350539,Card Skimming / Clone Fraud,10000,0,REGISTERED
CMP006858,2026-01-06 14:37:56,ATM1309,BANK10,ACC694612,Card Skimming / Clone Fraud,2000,0,REGISTERED
CMP001722,2026-01-06 14:40:09,ATM1200,BANK07,ACC577457,ATM Cash Dispense Failure / Trapping,2000,0,UNDER_INVESTIGATION
CMP007169,2026-01-06 14:40:25,ATM1310,BANK05,ACC751071,PIN Shoulder Surfing & Theft,2000,1,UNDER_INVESTIGATION
CMP008434,2026-01-06 14:48:39,ATM1247,BANK05,ACC140791,Phishing & OTP Coerced Cash-out,3000,1,REGISTERED
CMP008797,2026-01-06 15:46:56,ATM1465,BANK09,ACC983516,Phishing & OTP Coerced Cash-out,3000,0,UNDER_INVESTIGATION
CMP001047,2026-01-06 15:50:10,ATM1399,BANK03,ACC_MULE_2116,Card Skimming / Clone Fraud,25000,1,UNDER_INVESTIGATION
CMP005288,2026-01-06 15:54:02,ATM1129,BANK03,ACC409969,Unauthorized ATM Cash Withdrawal,15000,0,CLOSED
CMP000265,2026-01-06 16:07:09,ATM1119,BANK09,ACC_MULE_2089,PIN Shoulder Surfing & Theft,8000,1,RESOLVED
CMP006647,2026-01-06 16:16:17,ATM1108,BANK02,ACC754925,Card Skimming / Clone Fraud,2000,1,UNDER_INVESTIGATION
CMP000418,2026-01-06 16:20:07,ATM1352,BANK07,ACC_MULE_2078,Unauthorized ATM Cash Withdrawal,8000,1,RESOLVED
CMP001593,2026-01-06 16:26:30,ATM1027,BANK09,ACC_MULE_2144,Unauthorized ATM Cash Withdrawal,10000,1,REGISTERED
CMP000315,2026-01-06 16:35:54,ATM1011,BANK07,ACC_MULE_2063,Unauthorized ATM Cash Withdrawal,15000,1,UNDER_INVESTIGATION
CMP003171,2026-01-06 16:36:29,ATM1232,BANK07,ACC662645,PIN Shoulder Surfing & Theft,10000,0,UNDER_INVESTIGATION
CMP007782,2026-01-06 16:46:17,ATM1207,BANK09,ACC206604,Unauthorized ATM Cash Withdrawal,10000,0,REGISTERED
CMP003515,2026-01-06 16:48:56,ATM1325,BANK08,ACC656877,Card Skimming / Clone Fraud,2000,1,UNDER_INVESTIGATION
CMP004545,2026-01-06 17:10:31,ATM1398,BANK06,ACC393244,ATM Cash Dispense Failure / Trapping,20000,0,UNDER_INVESTIGATION
CMP000522,2026-01-06 17:12:10,ATM1027,BANK09,ACC_MULE_2144,Unauthorized ATM Cash Withdrawal,10000,1,REGISTERED
CMP005103,2026-01-06 17:16:13,ATM1124,BANK05,ACC491022,ATM Cash Dispense Failure / Trapping,10000,0,REGISTERED
CMP003717,2026-01-06 17:26:06,ATM1315,BANK06,ACC683402,Unauthorized ATM Cash Withdrawal,2000,1,CLOSED
CMP008130,2026-01-06 17:44:02,ATM1128,BANK02,ACC626443,Card Skimming / Clone Fraud,20000,1,REGISTERED
CMP009884,2026-01-06 18:07:13,ATM1234,BANK04,ACC813962,Phishing & OTP Coerced Cash-out,15000,0,REGISTERED
CMP003282,2026-01-06 18:21:07,ATM1044,BANK05,ACC307724,ATM Cash Dispense Failure / Trapping,3000,1,UNDER_INVESTIGATION
CMP006145,2026-01-06 18:27:05,ATM1082,BANK08,ACC592237,Unauthorized ATM Cash Withdrawal,3000,1,UNDER_INVESTIGATION
CMP006861,2026-01-06 18:27:35,ATM1282,BANK04,ACC749025,Unauthorized ATM Cash Withdrawal,2000,0,REGISTERED
CMP008250,2026-01-06 18:50:53,ATM1447,BANK08,ACC695037,PIN Shoulder Surfing & Theft,2000,0,REGISTERED
CMP002505,2026-01-06 18:53:17,ATM1322,BANK01,ACC879003,Unauthorized ATM Cash Withdrawal,3000,0,REGISTERED
CMP003139,2026-01-06 19:01:23,ATM1246,BANK04,ACC907408,Unauthorized ATM Cash Withdrawal,2000,1,CLOSED
CMP008597,2026-01-06 19:07:00,ATM1437,BANK04,ACC539528,Card Skimming / Clone Fraud,3000,0,CLOSED
CMP008828,2026-01-06 19:08:07,ATM1440,BANK02,ACC170477,Unauthorized ATM Cash Withdrawal,20000,0,UNDER_INVESTIGATION
CMP008248,2026-01-06 19:30:24,ATM1406,BANK02,ACC756852,Unauthorized ATM Cash Withdrawal,2000,0,REGISTERED
CMP002185,2026-01-06 19:34:45,ATM1009,BANK10,ACC345764,Phishing & OTP Coerced Cash-out,15000,0,CLOSED
CMP005468,2026-01-06 19:38:14,ATM1258,BANK02,ACC341111,Unauthorized ATM Cash Withdrawal,10000,0,UNDER_INVESTIGATION
CMP000289,2026-01-06 19:45:14,ATM1192,BANK08,ACC_MULE_2065,Unauthorized ATM Cash Withdrawal,10000,1,UNDER_INVESTIGATION
CMP009743,2026-01-06 19:50:08,ATM1013,BANK02,ACC437077,Unauthorized ATM Cash Withdrawal,20000,0,REGISTERED
CMP001413,2026-01-06 19:52:51,ATM1393,BANK01,ACC_MULE_2102,Unauthorized ATM Cash Withdrawal,15000,1,REGISTERED
CMP008003,2026-01-06 19:57:11,ATM1340,BANK07,ACC406936,Card Skimming / Clone Fraud,20000,1,UNDER_INVESTIGATION
CMP009658,2026-01-06 19:58:45,ATM1437,BANK04,ACC928384,Unauthorized ATM Cash Withdrawal,10000,0,REGISTERED
CMP009939,2026-01-06 19:58:47,ATM1475,BANK09,ACC693495,Unauthorized ATM Cash Withdrawal,3000,1,CLOSED
CMP000566,2026-01-06 20:02:15,ATM1347,BANK08,ACC_MULE_2125,Card Skimming / Clone Fraud,25000,1,REGISTERED
CMP008803,2026-01-06 20:04:00,ATM1058,BANK10,ACC694107,PIN Shoulder Surfing & Theft,3000,0,UNDER_INVESTIGATION
CMP000330,2026-01-06 20:20:48,ATM1326,BANK01,ACC102941,Phishing & OTP Coerced Cash-out,15000,1,RESOLVED
CMP003795,2026-01-06 20:24:14,ATM1010,BANK01,ACC350759,Card Skimming / Clone Fraud,3000,1,REGISTERED
CMP007593,2026-01-06 20:26:13,ATM1040,BANK01,ACC495681,Phishing & OTP Coerced Cash-out,5000,0,REGISTERED
CMP000924,2026-01-06 20:46:50,ATM1276,BANK08,ACC103855,Unauthorized ATM Cash Withdrawal,8000,1,RESOLVED
CMP001227,2026-01-06 20:54:10,ATM1033,BANK06,ACC_MULE_2117,Phishing & OTP Coerced Cash-out,20000,1,UNDER_INVESTIGATION
CMP002370,2026-01-06 20:54:18,ATM1109,BANK10,ACC925165,Card Skimming / Clone Fraud,20000,0,CLOSED
CMP002221,2026-01-06 20:59:49,ATM1035,BANK08,ACC625515,Phishing & OTP Coerced Cash-out,10000,1,UNDER_INVESTIGATION
CMP001907,2026-01-06 21:11:04,ATM1013,BANK02,ACC393893,Unauthorized ATM Cash Withdrawal,3000,0,REGISTERED
CMP004837,2026-01-06 21:11:56,ATM1062,BANK05,ACC921501,PIN Shoulder Surfing & Theft,2000,0,UNDER_INVESTIGATION
CMP008656,2026-01-06 21:25:58,ATM1142,BANK02,ACC143841,ATM Cash Dispense Failure / Trapping,2000,0,REGISTERED
CMP002061,2026-01-06 21:41:01,ATM1199,BANK03,ACC601925,ATM Cash Dispense Failure / Trapping,15000,1,UNDER_INVESTIGATION
CMP001932,2026-01-06 21:42:05,ATM1321,BANK07,ACC981293,Unauthorized ATM Cash Withdrawal,3000,1,UNDER_INVESTIGATION
CMP000337,2026-01-06 21:49:26,ATM1421,BANK01,ACC_MULE_2122,Card Skimming / Clone Fraud,25000,1,RESOLVED
CMP002795,2026-01-06 21:57:06,ATM1286,BANK05,ACC239924,ATM Cash Dispense Failure / Trapping,2000,0,REGISTERED
CMP006849,2026-01-06 22:10:02,ATM1111,BANK03,ACC945073,PIN Shoulder Surfing & Theft,3000,1,UNDER_INVESTIGATION
CMP008742,2026-01-06 22:37:21,ATM1363,BANK08,ACC393524,Unauthorized ATM Cash Withdrawal,3000,0,REGISTERED
CMP006364,2026-01-06 22:39:23,ATM1108,BANK02,ACC514142,ATM Cash Dispense Failure / Trapping,3000,0,REGISTERED
CMP009769,2026-01-06 22:49:23,ATM1124,BANK05,ACC795293,Phishing & OTP Coerced Cash-out,2000,0,UNDER_INVESTIGATION
CMP003626,2026-01-06 22:53:52,ATM1320,BANK05,ACC133757,PIN Shoulder Surfing & Theft,5000,0,UNDER_INVESTIGATION
CMP008769,2026-01-06 23:02:54,ATM1325,BANK08,ACC409609,ATM Cash Dispense Failure / Trapping,15000,1,UNDER_INVESTIGATION
CMP001447,2026-01-06 23:15:57,ATM1425,BANK06,ACC_MULE_2034,Unauthorized ATM Cash Withdrawal,20000,1,UNDER_INVESTIGATION
CMP001935,2026-01-07 00:03:54,ATM1350,BANK07,ACC776983,Phishing & OTP Coerced Cash-out,1000,1,REGISTERED
CMP008431,2026-01-07 00:37:17,ATM1073,BANK09,ACC484276,Unauthorized ATM Cash Withdrawal,5000,0,UNDER_INVESTIGATION
CMP007888,2026-01-07 00:41:59,ATM1475,BANK09,ACC671547,Unauthorized ATM Cash Withdrawal,2000,0,REGISTERED
CMP009861,2026-01-07 00:43:48,ATM1057,BANK05,ACC787691,Unauthorized ATM Cash Withdrawal,1000,0,REGISTERED
CMP008849,2026-01-07 00:59:12,ATM1418,BANK03,ACC805725,Card Skimming / Clone Fraud,15000,0,REGISTERED
CMP001894,2026-01-07 01:01:12,ATM1394,BANK01,ACC660114,Card Skimming / Clone Fraud,5000,0,CLOSED
CMP009404,2026-01-07 01:06:52,ATM1324,BANK09,ACC287184,Unauthorized ATM Cash Withdrawal,3000,0,CLOSED
CMP006327,2026-01-07 01:12:53,ATM1236,BANK02,ACC602231,ATM Cash Dispense Failure / Trapping,5000,0,REGISTERED
CMP006568,2026-01-07 01:18:40,ATM1063,BANK07,ACC778401,Card Skimming / Clone Fraud,5000,0,UNDER_INVESTIGATION
CMP001539,2026-01-07 01:48:46,ATM1084,BANK02,ACC_MULE_2048,Unauthorized ATM Cash Withdrawal,10000,1,RESOLVED
CMP001879,2026-01-07 01:51:35,ATM1404,BANK09,ACC235407,PIN Shoulder Surfing & Theft,15000,0,UNDER_INVESTIGATION
CMP002677,2026-01-07 01:54:33,ATM1499,BANK06,ACC562014,ATM Cash Dispense Failure / Trapping,10000,1,REGISTERED
CMP001459,2026-01-07 02:04:56,ATM1350,BANK07,ACC_MULE_2139,Unauthorized ATM Cash Withdrawal,10000,1,UNDER_INVESTIGATION
CMP000698,2026-01-07 02:10:13,ATM1156,BANK04,ACC_MULE_2004,Unauthorized ATM Cash Withdrawal,10000,1,RESOLVED
CMP002067,2026-01-07 02:10:29,ATM1123,BANK01,ACC964248,Unauthorized ATM Cash Withdrawal,1000,1,UNDER_INVESTIGATION
CMP008148,2026-01-07 02:24:38,ATM1147,BANK02,ACC149676,Card Skimming / Clone Fraud,2000,1,CLOSED
CMP000724,2026-01-07 02:25:24,ATM1152,BANK01,ACC105796,Unauthorized ATM Cash Withdrawal,10000,1,UNDER_INVESTIGATION
