atm_id,atm_code,bank_id,latitude,longitude,district,area,atm_type,is_active
ATM0254,ATM-KOTAK-021,BANK007,28.568185,77.322873,Noida (Gautam Buddha Nagar),Sector 18,OFFSITE,true
ATM0255,ATM-AXIS-034,BANK005,28.510599,77.408639,Noida (Gautam Buddha Nagar),Sector 137,ONSITE,true
ATM0256,ATM-AXIS-035,BANK005,25.756836,82.689371,Jaunpur,Shahganj Road,OFFSITE,true
ATM0257,ATM-SBI-036,BANK002,25.318345,82.974824,Varanasi,Sigra,ONSITE,true
ATM0258,ATM-INDUS-026,BANK010,26.783495,83.392968,Gorakhpur,Medical College Road,ONSITE,true
ATM0259,ATM-KOTAK-022,BANK007,27.155851,78.040111,Agra,Tajganj,ONSITE,true
ATM0260,ATM-ICICI-027,BANK003,26.763609,83.377553,Gorakhpur,Golghar,OFFSITE,true
ATM0261,ATM-SBI-037,BANK002,25.146888,82.565265,Mirzapur,Dankeen Ganj,ONSITE,true
ATM0262,ATM-INDUS-027,BANK010,28.641864,77.349301,Ghaziabad,Vaishali,OFFSITE,true
ATM0263,ATM-CANARA-027,BANK008,25.759489,82.690967,Jaunpur,Shahganj Road,OFFSITE,true
ATM0264,ATM-KOTAK-023,BANK007,25.385371,81.866853,Prayagraj,Naini,OFFSITE,true
ATM0265,ATM-CANARA-028,BANK008,29.464528,77.720855,Muzaffarnagar,New Mandi,OFFSITE,true
ATM0266,ATM-KOTAK-024,BANK007,29.482539,77.705613,Muzaffarnagar,Civil Lines,ONSITE,true
ATM0267,ATM-HDFC-019,BANK001,25.454278,78.579616,Jhansi,Nawabad,OFFSITE,true
ATM0268,ATM-AXIS-036,BANK005,27.161246,78.400457,Firozabad,Station Road,OFFSITE,true
ATM0269,ATM-CANARA-029,BANK008,26.859875,80.994213,Lucknow,Gomti Nagar,OFFSITE,true
ATM0270,ATM-AXIS-037,BANK005,26.417296,80.338929,Kanpur Nagar,Kidwai Nagar,OFFSITE,true
ATM0271,ATM-CANARA-030,BANK008,25.425827,81.909979,Prayagraj,Jhusi,OFFSITE,false
ATM0272,ATM-BOB-021,BANK006,25.318135,82.981559,Varanasi,Sigra,OFFSITE,true
ATM0273,ATM-SBI-038,BANK002,27.930118,78.086532,Aligarh,University Market,ONSITE,true
ATM0274,ATM-KOTAK-025,BANK007,25.458879,78.575145,Jhansi,Nawabad,OFFSITE,true
ATM0275,ATM-KOTAK-026,BANK007,25.39701,81.867887,Prayagraj,Naini,ONSITE,true
ATM0276,ATM-CANARA-031,BANK008,28.353618,79.421188,Bareilly,Civil Lines,OFFSITE,true
ATM0277,ATM-BOB-022,BANK006,25.308105,83.004341,Varanasi,Godowlia,OFFSITE,true
ATM0278,ATM-UBI-032,BANK009,28.416944,79.355117,Bareilly,C.B. Ganj,OFFSITE,true
ATM0279,ATM-UBI-033,BANK009,26.473378,80.344007,Kanpur Nagar,Civil Lines,ONSITE,true
ATM0280,ATM-PNB-020,BANK004,25.29006,83.00129,Varanasi,Lanka,ONSITE,true
ATM0281,ATM-CANARA-032,BANK008,26.789103,83.400445,Gorakhpur,Medical College Road,ONSITE,true
ATM0282,ATM-AXIS-038,BANK005,26.858573,81.002751,Lucknow,Gomti Nagar,ONSITE,true
ATM0283,ATM-CANARA-033,BANK008,27.201007,78.013913,Agra,Sanjay Place,ONSITE,true
ATM0284,ATM-SBI-039,BANK002,26.877842,80.982354,Lucknow,Indira Nagar,ONSITE,true
ATM0285,ATM-ICICI-028,BANK003,28.859825,78.760517,Moradabad,Civil Lines,ONSITE,true
ATM0286,ATM-UBI-034,BANK009,25.446361,81.836821,Prayagraj,Civil Lines,ONSITE,true
ATM0287,ATM-SBI-040,BANK002,25.339455,82.985446,Varanasi,Cantt,ONSITE,true
ATM0288,ATM-ICICI-029,BANK003,26.768678,82.133492,Ayodhya (Faizabad),Civil Lines,OFFSITE,true
ATM0289,ATM-UBI-035,BANK009,25.747191,82.702009,Jaunpur,Shahganj Road,ONSITE,true
ATM0290,ATM-CANARA-034,BANK008,28.986835,77.699136,Meerut,Begum Bridge,OFFSITE,false
ATM0291,ATM-CANARA-035,BANK008,29.970664,77.535731,Saharanpur,Court Road,OFFSITE,true
ATM0292,ATM-PNB-021,BANK004,26.797008,82.198572,Ayodhya (Faizabad),Naya Ghat,ONSITE,true
ATM0293,ATM-SBI-041,BANK002,26.436619,80.310543,Kanpur Nagar,Govind Nagar,OFFSITE,true
ATM0294,ATM-BOB-023,BANK006,25.428216,81.910312,Prayagraj,Jhusi,OFFSITE,true
ATM0295,ATM-AXIS-039,BANK005,28.679222,77.452596,Ghaziabad,Raj Nagar,OFFSITE,true
ATM0296,ATM-AXIS-040,BANK005,25.166036,82.495771,Mirzapur,Vindhyachal,OFFSITE,true
ATM0297,ATM-ICICI-030,BANK003,25.451221,78.576638,Jhansi,Nawabad,OFFSITE,true
ATM0298,ATM-BOB-024,BANK006,26.410524,80.340271,Kanpur Nagar,Kidwai Nagar,ONSITE,true
ATM0299,ATM-KOTAK-027,BANK007,27.158245,78.00204,Agra,Cantt Agra,ONSITE,true
ATM0300,ATM-PNB-022,BANK004,26.499235,80.264113,Kanpur Nagar,Kalyanpur,OFFSITE,false
ATM0301,ATM-INDUS-028,BANK010,29.480813,77.708494,Muzaffarnagar,Civil Lines,ONSITE,true
ATM0302,ATM-HDFC-020,BANK001,26.419366,80.336245,Kanpur Nagar,Kidwai Nagar,OFFSITE,true
ATM0303,ATM-KOTAK-028,BANK007,28.994345,77.696825,Meerut,Begum Bridge,ONSITE,true
ATM0304,ATM-CANARA-036,BANK008,28.618056,77.365046,Noida (Gautam Buddha Nagar),Sector 62,OFFSITE,false
ATM0305,ATM-UBI-036,BANK009,25.735697,82.680263,Jaunpur,Line Bazar,ONSITE,false
ATM0306,ATM-SBI-042,BANK002,27.188495,78.017689,Agra,Sanjay Place,ONSITE,true
ATM0307,ATM-SBI-043,BANK002,26.878308,80.988221,Lucknow,Indira Nagar,ONSITE,true
ATM0308,ATM-HDFC-021,BANK001,25.163383,82.498746,Mirzapur,Vindhyachal,OFFSITE,true
ATM0309,ATM-ICICI-031,BANK003,29.464736,77.716414,Muzaffarnagar,New Mandi,ONSITE,true
ATM0310,ATM-BOB-025,BANK006,27.167846,78.422017,Firozabad,Suhag Nagar,OFFSITE,true
ATM0311,ATM-SBI-044,BANK002,29.459755,77.721337,Muzaffarnagar,New Mandi,ONSITE,true
ATM0312,ATM-BOB-026,BANK006,26.786617,83.398342,Gorakhpur,Medical College Road,ONSITE,true
ATM0313,ATM-UBI-037,BANK009,28.644142,77.342483,Ghaziabad,Vaishali,ONSITE,true
ATM0314,ATM-PNB-023,BANK004,25.740026,82.676738,Jaunpur,Line Bazar,ONSITE,true
ATM0315,ATM-PNB-024,BANK004,28.414822,79.353778,Bareilly,C.B. Ganj,OFFSITE,true
ATM0316,ATM-SBI-045,BANK002,28.518235,77.41085,Noida (Gautam Buddha Nagar),Sector 137,ONSITE,true
ATM0317,ATM-CANARA-037,BANK008,27.505449,77.666693,Mathura,Krishna Nagar,OFFSITE,true
ATM0318,ATM-HDFC-022,BANK001,28.40561,79.343781,Bareilly,C.B. Ganj,ONSITE,true
ATM0319,ATM-AXIS-041,BANK005,28.635236,77.369482,Ghaziabad,Indirapuram,OFFSITE,true
ATM0320,ATM-ICICI-032,BANK003,25.429848,81.901499,Prayagraj,Jhusi,ONSITE,true
ATM0321,ATM-INDUS-029,BANK010,27.913755,78.088585,Aligarh,University Market,ONSITE,true
ATM0322,ATM-ICICI-033,BANK003,28.969729,77.7309,Meerut,Shastri Nagar,OFFSITE,true
ATM0323,ATM-KOTAK-029,BANK007,28.692227,77.44188,Ghaziabad,Raj Nagar,OFFSITE,true
ATM0324,ATM-CANARA-038,BANK008,27.9154,78.077877,Aligarh,Civil Lines,ONSITE,true
ATM0325,ATM-PNB-025,BANK004,25.146737,82.57296,Mirzapur,Dankeen Ganj,ONSITE,true
ATM0326,ATM-CANARA-039,BANK008,25.308056,83.010765,Varanasi,Godowlia,OFFSITE,true
ATM0327,ATM-CANARA-040,BANK008,28.967647,77.726079,Meerut,Shastri Nagar,OFFSITE,true
ATM0328,ATM-SBI-046,BANK002,27.489439,77.669984,Mathura,Krishna Nagar,OFFSITE,true
ATM0329,ATM-INDUS-030,BANK010,26.788983,83.387066,Gorakhpur,Medical College Road,OFFSITE,true
ATM0330,ATM-AXIS-042,BANK005,26.416154,80.341755,Kanpur Nagar,Kidwai Nagar,OFFSITE,true
ATM0331,ATM-PNB-026,BANK004,26.792802,83.390314,Gorakhpur,Medical College Road,OFFSITE,false
ATM0332,ATM-SBI-047,BANK002,25.168987,82.501624,Mirzapur,Vindhyachal,OFFSITE,true
ATM0333,ATM-BOB-027,BANK006,25.29936,82.992696,Varanasi,Bhelupur,OFFSITE,true
ATM0334,ATM-HDFC-023,BANK001,27.47058,77.637006,Mathura,Highway Mathura,OFFSITE,false
ATM0335,ATM-AXIS-043,BANK005,27.930747,78.090495,Aligarh,University Market,ONSITE,true
ATM0336,ATM-HDFC-024,BANK001,28.688736,77.447496,Ghaziabad,Raj Nagar,OFFSITE,true
ATM0337,ATM-AXIS-044,BANK005,27.481098,77.630859,Mathura,Highway Mathura,OFFSITE,true
ATM0338,ATM-INDUS-031,BANK010,27.923113,78.068811,Aligarh,Civil Lines,OFFSITE,true
ATM0339,ATM-PNB-027,BANK004,26.776229,82.140268,Ayodhya (Faizabad),Civil Lines,OFFSITE,true
ATM0340,ATM-ICICI-034,BANK003,25.371123,82.970117,Varanasi,Shivpur,OFFSITE,true
ATM0341,ATM-AXIS-045,BANK005,25.459297,81.825573,Prayagraj,Civil Lines,OFFSITE,true
ATM0342,ATM-INDUS-032,BANK010,25.737073,82.674138,Jaunpur,Line Bazar,OFFSITE,true
ATM0343,ATM-SBI-048,BANK002,27.166882,78.04652,Agra,Tajganj,ONSITE,true
ATM0344,ATM-KOTAK-030,BANK007,26.809513,80.905329,Lucknow,Alambagh,OFFSITE,true
ATM0345,ATM-UBI-038,BANK009,28.615496,77.361444,Noida (Gautam Buddha Nagar),Sector 62,OFFSITE,true
ATM0346,ATM-UBI-039,BANK009,25.305205,83.008167,Varanasi,Godowlia,ONSITE,true
ATM0347,ATM-ICICI-035,BANK003,25.390155,81.868543,Prayagraj,Naini,ONSITE,true
ATM0348,ATM-AXIS-046,BANK005,28.989137,77.695833,Meerut,Begum Bridge,ONSITE,true
ATM0349,ATM-SBI-049,BANK002,25.758475,82.701733,Jaunpur,Shahganj Road,ONSITE,true
ATM0350,ATM-ICICI-036,BANK003,27.162482,78.037596,Agra,Tajganj,ONSITE,true
ATM0351,ATM-KOTAK-031,BANK007,26.430047,80.315147,Kanpur Nagar,Govind Nagar,OFFSITE,false
ATM0352,ATM-BOB-028,BANK006,26.838917,80.919466,Lucknow,Charbagh,OFFSITE,true
ATM0353,ATM-HDFC-025,BANK001,28.80933,78.733964,Moradabad,Majhola,OFFSITE,true
ATM0354,ATM-CANARA-041,BANK008,25.735365,82.6819,Jaunpur,Line Bazar,ONSITE,true
ATM0355,ATM-INDUS-033,BANK010,28.991254,77.703127,Meerut,Begum Bridge,ONSITE,true
ATM0356,ATM-SBI-050,BANK002,26.810519,80.910912,Lucknow,Alambagh,ONSITE,true
ATM0357,ATM-HDFC-026,BANK001,25.313647,82.980551,Varanasi,Sigra,OFFSITE,true
ATM0358,ATM-BOB-029,BANK006,26.831436,80.92454,Lucknow,Charbagh,OFFSITE,true
ATM0359,ATM-SBI-051,BANK002,28.653779,77.365343,Ghaziabad,Indirapuram,OFFSITE,true
ATM0360,ATM-AXIS-047,BANK005,27.169257,78.411992,Firozabad,Suhag Nagar,ONSITE,true
ATM0361,ATM-ICICI-037,BANK003,26.469807,80.353832,Kanpur Nagar,Civil Lines,ONSITE,true
ATM0362,ATM-AXIS-048,BANK005,29.481842,77.704998,Muzaffarnagar,Civil Lines,OFFSITE,false
ATM0363,ATM-SBI-052,BANK002,26.84606,80.941235,Lucknow,Hazratganj,ONSITE,true
ATM0364,ATM-KOTAK-032,BANK007,28.621253,77.365852,Noida (Gautam Buddha Nagar),Sector 62,ONSITE,true
ATM0365,ATM-KOTAK-033,BANK007,26.843324,80.919499,Lucknow,Charbagh,ONSITE,true
ATM0366,ATM-KOTAK-034,BANK007,26.422371,80.31232,Kanpur Nagar,Govind Nagar,OFFSITE,true
ATM0367,ATM-INDUS-034,BANK010,28.650539,77.34127,Ghaziabad,Vaishali,OFFSITE,true
ATM0368,ATM-HDFC-027,BANK001,28.457559,77.512466,Noida (Gautam Buddha Nagar),Greater Noida Alpha,OFFSITE,true
ATM0369,ATM-CANARA-042,BANK008,28.847701,78.754588,Moradabad,Civil Lines,ONSITE,true
ATM0370,ATM-BOB-030,BANK006,26.431557,80.311687,Kanpur Nagar,Govind Nagar,ONSITE,true
ATM0371,ATM-BOB-031,BANK006,25.362182,82.959945,Varanasi,Shivpur,OFFSITE,true
ATM0372,ATM-HDFC-028,BANK001,28.473512,77.50786,Noida (Gautam Buddha Nagar),Greater Noida Alpha,OFFSITE,true
ATM0373,ATM-SBI-053,BANK002,28.964329,77.735562,Meerut,Shastri Nagar,OFFSITE,true
ATM0374,ATM-SBI-054,BANK002,28.98978,77.700955,Meerut,Begum Bridge,ONSITE,true
ATM0375,ATM-INDUS-035,BANK010,27.152464,78.003145,Agra,Cantt Agra,OFFSITE,false
ATM0376,ATM-BOB-032,BANK006,27.503393,77.671811,Mathura,Krishna Nagar,OFFSITE,true
ATM0377,ATM-INDUS-036,BANK010,28.641042,77.370924,Ghaziabad,Indirapuram,OFFSITE,true
ATM0378,ATM-INDUS-037,BANK010,25.435544,78.555407,Jhansi,Sadar Bazar,OFFSITE,true
ATM0379,ATM-PNB-028,BANK004,25.367029,83.022845,Varanasi,Sarnath,OFFSITE,true
ATM0380,ATM-INDUS-038,BANK010,27.156035,78.0408,Agra,Tajganj,OFFSITE,true
ATM0381,ATM-ICICI-038,BANK003,26.766487,82.135775,Ayodhya (Faizabad),Civil Lines,OFFSITE,true
ATM0382,ATM-SBI-055,BANK002,27.163424,78.042035,Agra,Tajganj,ONSITE,true
ATM0383,ATM-ICICI-039,BANK003,25.440712,78.555396,Jhansi,Sadar Bazar,OFFSITE,true
ATM0384,ATM-INDUS-039,BANK010,25.460558,81.863607,Prayagraj,Katra,OFFSITE,true
ATM0385,ATM-AXIS-049,BANK005,28.846383,78.764997,Moradabad,Civil Lines,OFFSITE,true
ATM0386,ATM-KOTAK-035,BANK007,25.359044,82.962313,Varanasi,Shivpur,ONSITE,true
ATM0387,ATM-CANARA-043,BANK008,28.970855,77.73145,Meerut,Shastri Nagar,OFFSITE,true
ATM0388,ATM-UBI-040,BANK009,26.787988,83.401494,Gorakhpur,Medical College Road,OFFSITE,true
ATM0389,ATM-UBI-041,BANK009,28.516401,77.413789,Noida (Gautam Buddha Nagar),Sector 137,OFFSITE,true
ATM0390,ATM-UBI-042,BANK009,26.473413,80.344461,Kanpur Nagar,Civil Lines,ONSITE,true
ATM0391,ATM-HDFC-029,BANK001,25.455036,81.840556,Prayagraj,Civil Lines,OFFSITE,false
ATM0392,ATM-KOTAK-036,BANK007,26.422406,80.334372,Kanpur Nagar,Kidwai Nagar,ONSITE,true
ATM0393,ATM-CANARA-044,BANK008,28.809083,78.741193,Moradabad,Majhola,ONSITE,true
ATM0394,ATM-BOB-033,BANK006,27.506278,77.676996,Mathura,Krishna Nagar,ONSITE,true
ATM0395,ATM-ICICI-040,BANK003,27.494731,77.669796,Mathura,Krishna Nagar,OFFSITE,true
ATM0396,ATM-KOTAK-037,BANK007,27.165026,78.405594,Firozabad,Suhag Nagar,OFFSITE,false
ATM0397,ATM-AXIS-050,BANK005,27.157897,78.009738,Agra,Cantt Agra,OFFSITE,true
ATM0398,ATM-KOTAK-038,BANK007,26.832052,80.920177,Lucknow,Charbagh,OFFSITE,true
ATM0399,ATM-UBI-043,BANK009,28.571521,77.323329,Noida (Gautam Buddha Nagar),Sector 18,ONSITE,true
ATM0400,ATM-KOTAK-039,BANK007,27.159188,78.393932,Firozabad,Station Road,OFFSITE,true
ATM0401,ATM-KOTAK-040,BANK007,29.483443,77.705672,Muzaffarnagar,Civil Lines,ONSITE,true
ATM0402,ATM-KOTAK-041,BANK007,26.422631,80.339152,Kanpur Nagar,Kidwai Nagar,ONSITE,true
ATM0403,ATM-BOB-034,BANK006,25.280528,82.999071,Varanasi,Lanka,ONSITE,true
ATM0404,ATM-BOB-035,BANK006,27.472152,77.62754,Mathura,Highway Mathura,ONSITE,true
ATM0405,ATM-SBI-056,BANK002,26.806502,82.207377,Ayodhya (Faizabad),Naya Ghat,OFFSITE,true
ATM0406,ATM-SBI-057,BANK002,28.579057,77.325118,Noida (Gautam Buddha Nagar),Sector 18,ONSITE,true
ATM0407,ATM-ICICI-041,BANK003,28.808888,78.74339,Moradabad,Majhola,OFFSITE,true
ATM0408,ATM-UBI-044,BANK009,25.301142,82.987366,Varanasi,Bhelupur,ONSITE,true
ATM0409,ATM-KOTAK-042,BANK007,26.85844,80.940886,Lucknow,Hazratganj,OFFSITE,true
ATM0410,ATM-HDFC-030,BANK001,28.415599,79.359233,Bareilly,C.B. Ganj,OFFSITE,false
ATM0411,ATM-AXIS-051,BANK005,28.68639,77.458274,Ghaziabad,Raj Nagar,OFFSITE,true
ATM0412,ATM-ICICI-042,BANK003,25.427751,78.555468,Jhansi,Sadar Bazar,OFFSITE,true
ATM0413,ATM-SBI-058,BANK002,28.616914,77.354529,Noida (Gautam Buddha Nagar),Sector 62,ONSITE,true
ATM0414,ATM-SBI-059,BANK002,29.936506,77.535286,Saharanpur,Delhi Road,OFFSITE,true
ATM0415,ATM-KOTAK-043,BANK007,26.763833,83.368135,Gorakhpur,Golghar,OFFSITE,true
ATM0416,ATM-INDUS-040,BANK010,27.923071,78.07352,Aligarh,Civil Lines,OFFSITE,true
ATM0417,ATM-HDFC-031,BANK001,28.421307,79.361433,Bareilly,C.B. Ganj,OFFSITE,true
ATM0418,ATM-BOB-036,BANK006,26.788876,83.399139,Gorakhpur,Medical College Road,ONSITE,true
ATM0419,ATM-ICICI-043,BANK003,28.97758,77.727754,Meerut,Shastri Nagar,ONSITE,true
ATM0420,ATM-SBI-060,BANK002,25.445132,78.582005,Jhansi,Nawabad,OFFSITE,true
ATM0421,ATM-SBI-061,BANK002,28.565784,77.321324,Noida (Gautam Buddha Nagar),Sector 18,OFFSITE,true
ATM0422,ATM-KOTAK-044,BANK007,27.912949,78.077884,Aligarh,Civil Lines,OFFSITE,true
ATM0423,ATM-ICICI-044,BANK003,28.810252,78.742308,Moradabad,Majhola,OFFSITE,true
ATM0424,ATM-INDUS-041,BANK010,29.467993,77.711313,Muzaffarnagar,New Mandi,OFFSITE,true
ATM0425,ATM-ICICI-045,BANK003,26.464946,80.342128,Kanpur Nagar,Civil Lines,OFFSITE,true
ATM0426,ATM-HDFC-032,BANK001,25.294361,82.995857,Varanasi,Bhelupur,OFFSITE,true
ATM0427,ATM-CANARA-045,BANK008,28.477165,77.510025,Noida (Gautam Buddha Nagar),Greater Noida Alpha,ONSITE,true
ATM0428,ATM-INDUS-042,BANK010,26.420039,80.345952,Kanpur Nagar,Kidwai Nagar,OFFSITE,true
ATM0429,ATM-PNB-029,BANK004,26.809028,80.906108,Lucknow,Alambagh,OFFSITE,true
ATM0430,ATM-BOB-037,BANK006,27.166501,78.044891,Agra,Tajganj,OFFSITE,true
ATM0431,ATM-INDUS-043,BANK010,27.926977,78.089133,Aligarh,University Market,ONSITE,true
ATM0432,ATM-HDFC-033,BANK001,25.157118,82.497538,Mirzapur,Vindhyachal,OFFSITE,true
ATM0433,ATM-HDFC-034,BANK001,29.963799,77.537386,Saharanpur,Court Road,ONSITE,true
ATM0434,ATM-ICICI-046,BANK003,27.15937,78.04093,Agra,Tajganj,OFFSITE,true
ATM0435,ATM-BOB-038,BANK006,29.945508,77.522345,Saharanpur,Delhi Road,OFFSITE,true
ATM0436,ATM-KOTAK-045,BANK007,28.514235,77.408437,Noida (Gautam Buddha Nagar),Sector 137,OFFSITE,true
ATM0437,ATM-UBI-045,BANK009,27.167452,78.40898,Firozabad,Suhag Nagar,OFFSITE,true
ATM0438,ATM-SBI-062,BANK002,26.789448,82.204835,Ayodhya (Faizabad),Naya Ghat,OFFSITE,true
ATM0439,ATM-HDFC-035,BANK001,27.1554,78.01074,Agra,Cantt Agra,OFFSITE,true
ATM0440,ATM-SBI-063,BANK002,26.880866,80.982291,Lucknow,Indira Nagar,OFFSITE,true
ATM0441,ATM-INDUS-044,BANK010,29.467088,77.734316,Muzaffarnagar,New Mandi,OFFSITE,true
ATM0442,ATM-AXIS-052,BANK005,29.460522,77.721762,Muzaffarnagar,New Mandi,ONSITE,true
ATM0443,ATM-BOB-039,BANK006,28.357587,79.416855,Bareilly,Civil Lines,OFFSITE,true
ATM0444,ATM-BOB-040,BANK006,26.418758,80.34905,Kanpur Nagar,Kidwai Nagar,OFFSITE,true
ATM0445,ATM-PNB-030,BANK004,28.841446,78.761369,Moradabad,Civil Lines,OFFSITE,true
ATM0446,ATM-UBI-046,BANK009,27.468764,77.634706,Mathura,Highway Mathura,ONSITE,true
ATM0447,ATM-BOB-041,BANK006,26.491455,80.255448,Kanpur Nagar,Kalyanpur,OFFSITE,true
ATM0448,ATM-SBI-064,BANK002,26.770769,82.138475,Ayodhya (Faizabad),Civil Lines,ONSITE,true
ATM0449,ATM-UBI-047,BANK009,29.966198,77.544557,Saharanpur,Court Road,OFFSITE,true
ATM0450,ATM-BOB-042,BANK006,25.754695,82.688321,Jaunpur,Shahganj Road,ONSITE,true
ATM0451,ATM-PNB-031,BANK004,28.967133,77.730973,Meerut,Shastri Nagar,ONSITE,true
ATM0452,ATM-PNB-032,BANK004,27.478547,77.632159,Mathura,Highway Mathura,ONSITE,true
ATM0453,ATM-SBI-065,BANK002,26.425846,80.313003,Kanpur Nagar,Govind Nagar,ONSITE,true
ATM0454,ATM-CANARA-046,BANK008,28.417941,79.354684,Bareilly,C.B. Ganj,OFFSITE,true
ATM0455,ATM-INDUS-045,BANK010,27.161904,78.412589,Firozabad,Suhag Nagar,ONSITE,true
ATM0456,ATM-BOB-043,BANK006,25.463169,78.575861,Jhansi,Nawabad,ONSITE,true
ATM0457,ATM-CANARA-047,BANK008,28.567267,77.319421,Noida (Gautam Buddha Nagar),Sector 18,ONSITE,true
ATM0458,ATM-AXIS-053,BANK005,28.811002,78.735184,Moradabad,Majhola,OFFSITE,true
ATM0459,ATM-UBI-048,BANK009,26.808958,80.909206,Lucknow,Alambagh,OFFSITE,true
ATM0460,ATM-CANARA-048,BANK008,25.163325,82.501775,Mirzapur,Vindhyachal,ONSITE,true
ATM0461,ATM-AXIS-054,BANK005,28.806055,78.739724,Moradabad,Majhola,OFFSITE,true
ATM0462,ATM-INDUS-046,BANK010,28.366965,79.42212,Bareilly,Civil Lines,ONSITE,true
ATM0463,ATM-CANARA-049,BANK008,26.878973,80.987982,Lucknow,Indira Nagar,ONSITE,true
ATM0464,ATM-CANARA-050,BANK008,27.508039,77.669754,Mathura,Krishna Nagar,OFFSITE,true
ATM0465,ATM-PNB-033,BANK004,27.154173,78.01553,Agra,Cantt Agra,OFFSITE,true
ATM0466,ATM-UBI-049,BANK009,28.992508,77.706963,Meerut,Begum Bridge,OFFSITE,true
ATM0467,ATM-CANARA-051,BANK008,26.755174,83.368946,Gorakhpur,Golghar,OFFSITE,true
ATM0468,ATM-SBI-066,BANK002,27.202818,78.009285,Agra,Sanjay Place,OFFSITE,true
ATM0469,ATM-HDFC-036,BANK001,28.642485,77.377126,Ghaziabad,Indirapuram,ONSITE,true
ATM0470,ATM-CANARA-052,BANK008,28.813862,78.73705,Moradabad,Majhola,OFFSITE,true
ATM0471,ATM-BOB-044,BANK006,26.75599,83.373621,Gorakhpur,Golghar,ONSITE,true
ATM0472,ATM-KOTAK-046,BANK007,28.478879,77.516063,Noida (Gautam Buddha Nagar),Greater Noida Alpha,OFFSITE,true
ATM0473,ATM-INDUS-047,BANK010,28.477143,77.504416,Noida (Gautam Buddha Nagar),Greater Noida Alpha,ONSITE,true
ATM0474,ATM-SBI-067,BANK002,29.465618,77.724337,Muzaffarnagar,New Mandi,ONSITE,true
ATM0475,ATM-AXIS-055,BANK005,25.430363,81.908252,Prayagraj,Jhusi,OFFSITE,true
ATM0476,ATM-ICICI-047,BANK003,26.822476,80.909615,Lucknow,Charbagh,ONSITE,true
ATM0477,ATM-BOB-045,BANK006,28.359265,79.420683,Bareilly,Civil Lines,OFFSITE,true
ATM0478,ATM-KOTAK-047,BANK007,28.683891,77.453108,Ghaziabad,Raj Nagar,ONSITE,true
ATM0479,ATM-AXIS-056,BANK005,28.57098,77.323585,Noida (Gautam Buddha Nagar),Sector 18,ONSITE,true
ATM0480,ATM-BOB-046,BANK006,25.369443,82.959366,Varanasi,Shivpur,OFFSITE,true
ATM0481,ATM-KOTAK-048,BANK007,29.480698,77.698771,Muzaffarnagar,Civil Lines,OFFSITE,true
ATM0482,ATM-BOB-047,BANK006,26.842574,80.941519,Lucknow,Hazratganj,OFFSITE,true
ATM0483,ATM-BOB-048,BANK006,28.626251,77.36068,Noida (Gautam Buddha Nagar),Sector 62,OFFSITE,true
ATM0484,ATM-PNB-034,BANK004,29.947142,77.532496,Saharanpur,Delhi Road,OFFSITE,true
ATM0485,ATM-ICICI-048,BANK003,29.971672,77.538753,Saharanpur,Court Road,OFFSITE,true
ATM0486,ATM-UBI-050,BANK009,27.908331,78.07518,Aligarh,Civil Lines,ONSITE,true
ATM0487,ATM-BOB-049,BANK006,27.913326,78.07821,Aligarh,Civil Lines,ONSITE,true
ATM0488,ATM-INDUS-048,BANK010,29.971266,77.555438,Saharanpur,Court Road,OFFSITE,true
ATM0489,ATM-ICICI-049,BANK003,28.62837,77.36324,Noida (Gautam Buddha Nagar),Sector 62,OFFSITE,true
ATM0490,ATM-CANARA-053,BANK008,29.978526,77.536435,Saharanpur,Court Road,OFFSITE,true
ATM0491,ATM-PNB-035,BANK004,27.919928,78.095914,Aligarh,University Market,OFFSITE,false
ATM0492,ATM-AXIS-057,BANK005,26.829717,80.908986,Lucknow,Charbagh,ONSITE,true
ATM0493,ATM-PNB-036,BANK004,25.169395,82.505056,Mirzapur,Vindhyachal,OFFSITE,true
ATM0494,ATM-CANARA-054,BANK008,28.811472,78.740078,Moradabad,Majhola,OFFSITE,true
ATM0495,ATM-BOB-050,BANK006,27.160899,78.030661,Agra,Tajganj,OFFSITE,true
ATM0496,ATM-CANARA-055,BANK008,27.920528,78.088653,Aligarh,University Market,OFFSITE,true
ATM0497,ATM-KOTAK-049,BANK007,25.377422,83.020112,Varanasi,Sarnath,OFFSITE,true
ATM0498,ATM-ICICI-050,BANK003,28.996887,77.701098,Meerut,Begum Bridge,OFFSITE,true
ATM0499,ATM-ICICI-051,BANK003,26.826569,80.922343,Lucknow,Charbagh,OFFSITE,true
ATM0500,ATM-CANARA-056,BANK008,28.971907,77.736381,Meerut,Shastri Nagar,ONSITE,true
