atm_id,atm_code,bank_id,district_id,latitude,longitude,district,area,atm_type,is_active
ATM0232,ATM-AXIS-029,BANK005,DIST020,25.760836,82.700106,Jaunpur,Shahganj Road,OFFSITE,True
ATM0233,ATM-SBI-032,BANK002,DIST004,25.382412,81.865005,Prayagraj,Naini,OFFSITE,True
ATM0234,ATM-PNB-018,BANK004,DIST014,25.45652,78.577159,Jhansi,Nawabad,ONSITE,True
ATM0235,ATM-HDFC-018,BANK001,DIST017,29.943133,77.522132,Saharanpur,Delhi Road,ONSITE,True
ATM0236,ATM-AXIS-030,BANK005,DIST012,26.759718,83.369117,Gorakhpur,Golghar,OFFSITE,True
ATM0237,ATM-UBI-028,BANK009,DIST004,25.463787,81.838689,Prayagraj,Civil Lines,OFFSITE,True
ATM0238,ATM-CANARA-024,BANK008,DIST002,26.856187,81.000919,Lucknow,Gomti Nagar,OFFSITE,True
ATM0239,ATM-INDUS-024,BANK010,DIST017,29.970717,77.547418,Saharanpur,Court Road,OFFSITE,True
ATM0240,ATM-CANARA-025,BANK008,DIST002,26.874257,80.978713,Lucknow,Indira Nagar,OFFSITE,True
ATM0241,ATM-AXIS-031,BANK005,DIST013,26.773795,82.137959,Ayodhya (Faizabad),Civil Lines,OFFSITE,True
ATM0242,ATM-SBI-033,BANK002,DIST012,26.774596,83.390649,Gorakhpur,Medical College Road,OFFSITE,True
ATM0243,ATM-CANARA-026,BANK008,DIST015,27.478619,77.629341,Mathura,Highway Mathura,OFFSITE,True
ATM0244,ATM-ICICI-026,BANK003,DIST004,25.4532,81.835528,Prayagraj,Civil Lines,ONSITE,True
ATM0245,ATM-SBI-034,BANK002,DIST016,29.464028,77.724575,Muzaffarnagar,New Mandi,ONSITE,False
ATM0246,ATM-UBI-029,BANK009,DIST012,26.763043,83.378658,Gorakhpur,Golghar,ONSITE,True
ATM0247,ATM-UBI-030,BANK009,DIST003,26.433148,80.307832,Kanpur Nagar,Govind Nagar,ONSITE,True
ATM0248,ATM-AXIS-032,BANK005,DIST003,26.423091,80.341002,Kanpur Nagar,Kidwai Nagar,OFFSITE,True
ATM0249,ATM-AXIS-033,BANK005,DIST001,25.323089,82.977553,Varanasi,Sigra,ONSITE,True
ATM0250,ATM-INDUS-025,BANK010,DIST011,28.848767,78.754249,Moradabad,Civil Lines,OFFSITE,False
ATM0251,ATM-PNB-019,BANK004,DIST014,25.436333,78.558993,Jhansi,Sadar Bazar,OFFSITE,True
ATM0252,ATM-SBI-035,BANK002,DIST019,25.168045,82.494793,Mirzapur,Vindhyachal,ONSITE,True
ATM0253,ATM-UBI-031,BANK009,DIST002,26.858878,81.000043,Lucknow,Gomti Nagar,OFFSITE,True
ATM0254,ATM-KOTAK-021,BANK007,DIST005,28.568185,77.322873,Noida (Gautam Buddha Nagar),Sector 18,OFFSITE,True
ATM0255,ATM-AXIS-034,BANK005,DIST005,28.510599,77.408639,Noida (Gautam Buddha Nagar),Sector 137,ONSITE,True
ATM0256,ATM-AXIS-035,BANK005,DIST020,25.756836,82.689371,Jaunpur,Shahganj Road,OFFSITE,True
ATM0257,ATM-SBI-036,BANK002,DIST001,25.318345,82.974824,Varanasi,Sigra,ONSITE,True
ATM0258,ATM-INDUS-026,BANK010,DIST012,26.783495,83.392968,Gorakhpur,Medical College Road,ONSITE,True
ATM0259,ATM-KOTAK-022,BANK007,DIST007,27.155851,78.040111,Agra,Tajganj,ONSITE,True
ATM0260,ATM-ICICI-027,BANK003,DIST012,26.763609,83.377553,Gorakhpur,Golghar,OFFSITE,True
ATM0261,ATM-SBI-037,BANK002,DIST019,25.146888,82.565265,Mirzapur,Dankeen Ganj,ONSITE,True
ATM0262,ATM-INDUS-027,BANK010,DIST006,28.641864,77.349301,Ghaziabad,Vaishali,OFFSITE,True
ATM0263,ATM-CANARA-027,BANK008,DIST020,25.759489,82.690967,Jaunpur,Shahganj Road,OFFSITE,True
ATM0264,ATM-KOTAK-023,BANK007,DIST004,25.385371,81.866853,Prayagraj,Naini,OFFSITE,True
ATM0265,ATM-CANARA-028,BANK008,DIST016,29.464528,77.720855,Muzaffarnagar,New Mandi,OFFSITE,True
ATM0266,ATM-KOTAK-024,BANK007,DIST016,29.482539,77.705613,Muzaffarnagar,Civil Lines,ONSITE,True
ATM0267,ATM-HDFC-019,BANK001,DIST014,25.454278,78.579616,Jhansi,Nawabad,OFFSITE,True
ATM0268,ATM-AXIS-036,BANK005,DIST018,27.161246,78.400457,Firozabad,Station Road,OFFSITE,True
ATM0269,ATM-CANARA-029,BANK008,DIST002,26.859875,80.994213,Lucknow,Gomti Nagar,OFFSITE,True
ATM0270,ATM-AXIS-037,BANK005,DIST003,26.417296,80.338929,Kanpur Nagar,Kidwai Nagar,OFFSITE,True
ATM0271,ATM-CANARA-030,BANK008,DIST004,25.425827,81.909979,Prayagraj,Jhusi,OFFSITE,False
ATM0272,ATM-BOB-021,BANK006,DIST001,25.318135,82.981559,Varanasi,Sigra,OFFSITE,True
ATM0273,ATM-SBI-038,BANK002,DIST010,27.930118,78.086532,Aligarh,University Market,ONSITE,True
ATM0274,ATM-KOTAK-025,BANK007,DIST014,25.458879,78.575145,Jhansi,Nawabad,OFFSITE,True
ATM0275,ATM-KOTAK-026,BANK007,DIST004,25.39701,81.867887,Prayagraj,Naini,ONSITE,True
ATM0276,ATM-CANARA-031,BANK008,DIST009,28.353618,79.421188,Bareilly,Civil Lines,OFFSITE,True
ATM0277,ATM-BOB-022,BANK006,DIST001,25.308105,83.004341,Varanasi,Godowlia,OFFSITE,True
ATM0278,ATM-UBI-032,BANK009,DIST009,28.416944,79.355117,Bareilly,C.B. Ganj,OFFSITE,True
ATM0279,ATM-UBI-033,BANK009,DIST003,26.473378,80.344007,Kanpur Nagar,Civil Lines,ONSITE,True
ATM0280,ATM-PNB-020,BANK004,DIST001,25.29006,83.00129,Varanasi,Lanka,ONSITE,True
ATM0281,ATM-CANARA-032,BANK008,DIST012,26.789103,83.400445,Gorakhpur,Medical College Road,ONSITE,True
ATM0282,ATM-AXIS-038,BANK005,DIST002,26.858573,81.002751,Lucknow,Gomti Nagar,ONSITE,True
ATM0283,ATM-CANARA-033,BANK008,DIST007,27.201007,78.013913,Agra,Sanjay Place,ONSITE,True
ATM0284,ATM-SBI-039,BANK002,DIST002,26.877842,80.982354,Lucknow,Indira Nagar,ONSITE,True
ATM0285,ATM-ICICI-028,BANK003,DIST011,28.859825,78.760517,Moradabad,Civil Lines,ONSITE,True
ATM0286,ATM-UBI-034,BANK009,DIST004,25.446361,81.836821,Prayagraj,Civil Lines,ONSITE,True
ATM0287,ATM-SBI-040,BANK002,DIST001,25.339455,82.985446,Varanasi,Cantt,ONSITE,True
ATM0288,ATM-ICICI-029,BANK003,DIST013,26.768678,82.133492,Ayodhya (Faizabad),Civil Lines,OFFSITE,True
ATM0289,ATM-UBI-035,BANK009,DIST020,25.747191,82.702009,Jaunpur,Shahganj Road,ONSITE,True
ATM0290,ATM-CANARA-034,BANK008,DIST008,28.986835,77.699136,Meerut,Begum Bridge,OFFSITE,False
ATM0291,ATM-CANARA-035,BANK008,DIST017,29.970664,77.535731,Saharanpur,Court Road,OFFSITE,True
ATM0292,ATM-PNB-021,BANK004,DIST013,26.797008,82.198572,Ayodhya (Faizabad),Naya Ghat,ONSITE,True
ATM0293,ATM-SBI-041,BANK002,DIST003,26.436619,80.310543,Kanpur Nagar,Govind Nagar,OFFSITE,True
ATM0294,ATM-BOB-023,BANK006,DIST004,25.428216,81.910312,Prayagraj,Jhusi,OFFSITE,True
ATM0295,ATM-AXIS-039,BANK005,DIST006,28.679222,77.452596,Ghaziabad,Raj Nagar,OFFSITE,True
ATM0296,ATM-AXIS-040,BANK005,DIST019,25.166036,82.495771,Mirzapur,Vindhyachal,OFFSITE,True
ATM0297,ATM-ICICI-030,BANK003,DIST014,25.451221,78.576638,Jhansi,Nawabad,OFFSITE,True
ATM0298,ATM-BOB-024,BANK006,DIST003,26.410524,80.340271,Kanpur Nagar,Kidwai Nagar,ONSITE,True
ATM0299,ATM-KOTAK-027,BANK007,DIST007,27.158245,78.00204,Agra,Cantt Agra,ONSITE,True
ATM0300,ATM-PNB-022,BANK004,DIST003,26.499235,80.264113,Kanpur Nagar,Kalyanpur,OFFSITE,False
ATM0301,ATM-INDUS-028,BANK010,DIST016,29.480813,77.708494,Muzaffarnagar,Civil Lines,ONSITE,True
ATM0302,ATM-HDFC-020,BANK001,DIST003,26.419366,80.336245,Kanpur Nagar,Kidwai Nagar,OFFSITE,True
ATM0303,ATM-KOTAK-028,BANK007,DIST008,28.994345,77.696825,Meerut,Begum Bridge,ONSITE,True
ATM0304,ATM-CANARA-036,BANK008,DIST005,28.618056,77.365046,Noida (Gautam Buddha Nagar),Sector 62,OFFSITE,False
ATM0305,ATM-UBI-036,BANK009,DIST020,25.735697,82.680263,Jaunpur,Line Bazar,ONSITE,False
ATM0306,ATM-SBI-042,BANK002,DIST007,27.188495,78.017689,Agra,Sanjay Place,ONSITE,True
ATM0307,ATM-SBI-043,BANK002,DIST002,26.878308,80.988221,Lucknow,Indira Nagar,ONSITE,True
ATM0308,ATM-HDFC-021,BANK001,DIST019,25.163383,82.498746,Mirzapur,Vindhyachal,OFFSITE,True
ATM0309,ATM-ICICI-031,BANK003,DIST016,29.464736,77.716414,Muzaffarnagar,New Mandi,ONSITE,True
ATM0310,ATM-BOB-025,BANK006,DIST018,27.167846,78.422017,Firozabad,Suhag Nagar,OFFSITE,True
ATM0311,ATM-SBI-044,BANK002,DIST016,29.459755,77.721337,Muzaffarnagar,New Mandi,ONSITE,True
ATM0312,ATM-BOB-026,BANK006,DIST012,26.786617,83.398342,Gorakhpur,Medical College Road,ONSITE,True
ATM0313,ATM-UBI-037,BANK009,DIST006,28.644142,77.342483,Ghaziabad,Vaishali,ONSITE,True
ATM0314,ATM-PNB-023,BANK004,DIST020,25.740026,82.676738,Jaunpur,Line Bazar,ONSITE,True
ATM0315,ATM-PNB-024,BANK004,DIST009,28.414822,79.353778,Bareilly,C.B. Ganj,OFFSITE,True
ATM0316,ATM-SBI-045,BANK002,DIST005,28.518235,77.41085,Noida (Gautam Buddha Nagar),Sector 137,ONSITE,True
ATM0317,ATM-CANARA-037,BANK008,DIST015,27.505449,77.666693,Mathura,Krishna Nagar,OFFSITE,True
ATM0318,ATM-HDFC-022,BANK001,DIST009,28.40561,79.343781,Bareilly,C.B. Ganj,ONSITE,True
ATM0319,ATM-AXIS-041,BANK005,DIST006,28.635236,77.369482,Ghaziabad,Indirapuram,OFFSITE,True
ATM0320,ATM-ICICI-032,BANK003,DIST004,25.429848,81.901499,Prayagraj,Jhusi,ONSITE,True
ATM0321,ATM-INDUS-029,BANK010,DIST010,27.913755,78.088585,Aligarh,University Market,ONSITE,True
ATM0322,ATM-ICICI-033,BANK003,DIST008,28.969729,77.7309,Meerut,Shastri Nagar,OFFSITE,True
ATM0323,ATM-KOTAK-029,BANK007,DIST006,28.692227,77.44188,Ghaziabad,Raj Nagar,OFFSITE,True
ATM0324,ATM-CANARA-038,BANK008,DIST010,27.9154,78.077877,Aligarh,Civil Lines,ONSITE,True
ATM0325,ATM-PNB-025,BANK004,DIST019,25.146737,82.57296,Mirzapur,Dankeen Ganj,ONSITE,True
ATM0326,ATM-CANARA-039,BANK008,DIST001,25.308056,83.010765,Varanasi,Godowlia,OFFSITE,True
ATM0327,ATM-CANARA-040,BANK008,DIST008,28.967647,77.726079,Meerut,Shastri Nagar,OFFSITE,True
ATM0328,ATM-SBI-046,BANK002,DIST015,27.489439,77.669984,Mathura,Krishna Nagar,OFFSITE,True
ATM0329,ATM-INDUS-030,BANK010,DIST012,26.788983,83.387066,Gorakhpur,Medical College Road,OFFSITE,True
ATM0330,ATM-AXIS-042,BANK005,DIST003,26.416154,80.341755,Kanpur Nagar,Kidwai Nagar,OFFSITE,True
ATM0331,ATM-PNB-026,BANK004,DIST012,26.792802,83.390314,Gorakhpur,Medical College Road,OFFSITE,False
ATM0332,ATM-SBI-047,BANK002,DIST019,25.168987,82.501624,Mirzapur,Vindhyachal,OFFSITE,True
ATM0333,ATM-BOB-027,BANK006,DIST001,25.29936,82.992696,Varanasi,Bhelupur,OFFSITE,True
ATM0334,ATM-HDFC-023,BANK001,DIST015,27.47058,77.637006,Mathura,Highway Mathura,OFFSITE,False
ATM0335,ATM-AXIS-043,BANK005,DIST010,27.930747,78.090495,Aligarh,University Market,ONSITE,True
ATM0336,ATM-HDFC-024,BANK001,DIST006,28.688736,77.447496,Ghaziabad,Raj Nagar,OFFSITE,True
ATM0337,ATM-AXIS-044,BANK005,DIST015,27.481098,77.630859,Mathura,Highway Mathura,OFFSITE,True
ATM0338,ATM-INDUS-031,BANK010,DIST010,27.923113,78.068811,Aligarh,Civil Lines,OFFSITE,True
ATM0339,ATM-PNB-027,BANK004,DIST013,26.776229,82.140268,Ayodhya (Faizabad),Civil Lines,OFFSITE,True
ATM0340,ATM-ICICI-034,BANK003,DIST001,25.371123,82.970117,Varanasi,Shivpur,OFFSITE,True
ATM0341,ATM-AXIS-045,BANK005,DIST004,25.459297,81.825573,Prayagraj,Civil Lines,OFFSITE,True
ATM0342,ATM-INDUS-032,BANK010,DIST020,25.737073,82.674138,Jaunpur,Line Bazar,OFFSITE,True
ATM0343,ATM-SBI-048,BANK002,DIST007,27.166882,78.04652,Agra,Tajganj,ONSITE,True
ATM0344,ATM-KOTAK-030,BANK007,DIST002,26.809513,80.905329,Lucknow,Alambagh,OFFSITE,True
ATM0345,ATM-UBI-038,BANK009,DIST005,28.615496,77.361444,Noida (Gautam Buddha Nagar),Sector 62,OFFSITE,True
ATM0346,ATM-UBI-039,BANK009,DIST001,25.305205,83.008167,Varanasi,Godowlia,ONSITE,True
ATM0347,ATM-ICICI-035,BANK003,DIST004,25.390155,81.868543,Prayagraj,Naini,ONSITE,True
ATM0348,ATM-AXIS-046,BANK005,DIST008,28.989137,77.695833,Meerut,Begum Bridge,ONSITE,True
ATM0349,ATM-SBI-049,BANK002,DIST020,25.758475,82.701733,Jaunpur,Shahganj Road,ONSITE,True
ATM0350,ATM-ICICI-036,BANK003,DIST007,27.162482,78.037596,Agra,Tajganj,ONSITE,True
ATM0351,ATM-KOTAK-031,BANK007,DIST003,26.430047,80.315147,Kanpur Nagar,Govind Nagar,OFFSITE,False
ATM0352,ATM-BOB-028,BANK006,DIST002,26.838917,80.919466,Lucknow,Charbagh,OFFSITE,True
ATM0353,ATM-HDFC-025,BANK001,DIST011,28.80933,78.733964,Moradabad,Majhola,OFFSITE,True
ATM0354,ATM-CANARA-041,BANK008,DIST020,25.735365,82.6819,Jaunpur,Line Bazar,ONSITE,True
ATM0355,ATM-INDUS-033,BANK010,DIST008,28.991254,77.703127,Meerut,Begum Bridge,ONSITE,True
ATM0356,ATM-SBI-050,BANK002,DIST002,26.810519,80.910912,Lucknow,Alambagh,ONSITE,True
ATM0357,ATM-HDFC-026,BANK001,DIST001,25.313647,82.980551,Varanasi,Sigra,OFFSITE,True
ATM0358,ATM-BOB-029,BANK006,DIST002,26.831436,80.92454,Lucknow,Charbagh,OFFSITE,True
ATM0359,ATM-SBI-051,BANK002,DIST006,28.653779,77.365343,Ghaziabad,Indirapuram,OFFSITE,True
ATM0360,ATM-AXIS-047,BANK005,DIST018,27.169257,78.411992,Firozabad,Suhag Nagar,ONSITE,True
ATM0361,ATM-ICICI-037,BANK003,DIST003,26.469807,80.353832,Kanpur Nagar,Civil Lines,ONSITE,True
ATM0362,ATM-AXIS-048,BANK005,DIST016,29.481842,77.704998,Muzaffarnagar,Civil Lines,OFFSITE,False
ATM0363,ATM-SBI-052,BANK002,DIST002,26.84606,80.941235,Lucknow,Hazratganj,ONSITE,True
ATM0364,ATM-KOTAK-032,BANK007,DIST005,28.621253,77.365852,Noida (Gautam Buddha Nagar),Sector 62,ONSITE,True
ATM0365,ATM-KOTAK-033,BANK007,DIST002,26.843324,80.919499,Lucknow,Charbagh,ONSITE,True
ATM0366,ATM-KOTAK-034,BANK007,DIST003,26.422371,80.31232,Kanpur Nagar,Govind Nagar,OFFSITE,True
ATM0367,ATM-INDUS-034,BANK010,DIST006,28.650539,77.34127,Ghaziabad,Vaishali,OFFSITE,True
ATM0368,ATM-HDFC-027,BANK001,DIST005,28.457559,77.512466,Noida (Gautam Buddha Nagar),Greater Noida Alpha,OFFSITE,True
ATM0369,ATM-CANARA-042,BANK008,DIST011,28.847701,78.754588,Moradabad,Civil Lines,ONSITE,True
ATM0370,ATM-BOB-030,BANK006,DIST003,26.431557,80.311687,Kanpur Nagar,Govind Nagar,ONSITE,True
ATM0371,ATM-BOB-031,BANK006,DIST001,25.362182,82.959945,Varanasi,Shivpur,OFFSITE,True
ATM0372,ATM-HDFC-028,BANK001,DIST005,28.473512,77.50786,Noida (Gautam Buddha Nagar),Greater Noida Alpha,OFFSITE,True
ATM0373,ATM-SBI-053,BANK002,DIST008,28.964329,77.735562,Meerut,Shastri Nagar,OFFSITE,True
ATM0374,ATM-SBI-054,BANK002,DIST008,28.98978,77.700955,Meerut,Begum Bridge,ONSITE,True
ATM0375,ATM-INDUS-035,BANK010,DIST007,27.152464,78.003145,Agra,Cantt Agra,OFFSITE,False
ATM0376,ATM-BOB-032,BANK006,DIST015,27.503393,77.671811,Mathura,Krishna Nagar,OFFSITE,True
ATM0377,ATM-INDUS-036,BANK010,DIST006,28.641042,77.370924,Ghaziabad,Indirapuram,OFFSITE,True
ATM0378,ATM-INDUS-037,BANK010,DIST014,25.435544,78.555407,Jhansi,Sadar Bazar,OFFSITE,True
ATM0379,ATM-PNB-028,BANK004,DIST001,25.367029,83.022845,Varanasi,Sarnath,OFFSITE,True
ATM0380,ATM-INDUS-038,BANK010,DIST007,27.156035,78.0408,Agra,Tajganj,OFFSITE,True
ATM0381,ATM-ICICI-038,BANK003,DIST013,26.766487,82.135775,Ayodhya (Faizabad),Civil Lines,OFFSITE,True
ATM0382,ATM-SBI-055,BANK002,DIST007,27.163424,78.042035,Agra,Tajganj,ONSITE,True
ATM0383,ATM-ICICI-039,BANK003,DIST014,25.440712,78.555396,Jhansi,Sadar Bazar,OFFSITE,True
ATM0384,ATM-INDUS-039,BANK010,DIST004,25.460558,81.863607,Prayagraj,Katra,OFFSITE,True
ATM0385,ATM-AXIS-049,BANK005,DIST011,28.846383,78.764997,Moradabad,Civil Lines,OFFSITE,True
ATM0386,ATM-KOTAK-035,BANK007,DIST001,25.359044,82.962313,Varanasi,Shivpur,ONSITE,True
ATM0387,ATM-CANARA-043,BANK008,DIST008,28.970855,77.73145,Meerut,Shastri Nagar,OFFSITE,True
ATM0388,ATM-UBI-040,BANK009,DIST012,26.787988,83.401494,Gorakhpur,Medical College Road,OFFSITE,True
ATM0389,ATM-UBI-041,BANK009,DIST005,28.516401,77.413789,Noida (Gautam Buddha Nagar),Sector 137,OFFSITE,True
ATM0390,ATM-UBI-042,BANK009,DIST003,26.473413,80.344461,Kanpur Nagar,Civil Lines,ONSITE,True
ATM0391,ATM-HDFC-029,BANK001,DIST004,25.455036,81.840556,Prayagraj,Civil Lines,OFFSITE,False
ATM0392,ATM-KOTAK-036,BANK007,DIST003,26.422406,80.334372,Kanpur Nagar,Kidwai Nagar,ONSITE,True
ATM0393,ATM-CANARA-044,BANK008,DIST011,28.809083,78.741193,Moradabad,Majhola,ONSITE,True
ATM0394,ATM-BOB-033,BANK006,DIST015,27.506278,77.676996,Mathura,Krishna Nagar,ONSITE,True
ATM0395,ATM-ICICI-040,BANK003,DIST015,27.494731,77.669796,Mathura,Krishna Nagar,OFFSITE,True
ATM0396,ATM-KOTAK-037,BANK007,DIST018,27.165026,78.405594,Firozabad,Suhag Nagar,OFFSITE,False
ATM0397,ATM-AXIS-050,BANK005,DIST007,27.157897,78.009738,Agra,Cantt Agra,OFFSITE,True
ATM0398,ATM-KOTAK-038,BANK007,DIST002,26.832052,80.920177,Lucknow,Charbagh,OFFSITE,True
ATM0399,ATM-UBI-043,BANK009,DIST005,28.571521,77.323329,Noida (Gautam Buddha Nagar),Sector 18,ONSITE,True
ATM0400,ATM-KOTAK-039,BANK007,DIST018,27.159188,78.393932,Firozabad,Station Road,OFFSITE,True
ATM0401,ATM-KOTAK-040,BANK007,DIST016,29.483443,77.705672,Muzaffarnagar,Civil Lines,ONSITE,True
ATM0402,ATM-KOTAK-041,BANK007,DIST003,26.422631,80.339152,Kanpur Nagar,Kidwai Nagar,ONSITE,True
ATM0403,ATM-BOB-034,BANK006,DIST001,25.280528,82.999071,Varanasi,Lanka,ONSITE,True
ATM0404,ATM-BOB-035,BANK006,DIST015,27.472152,77.62754,Mathura,Highway Mathura,ONSITE,True
ATM0405,ATM-SBI-056,BANK002,DIST013,26.806502,82.207377,Ayodhya (Faizabad),Naya Ghat,OFFSITE,True
ATM0406,ATM-SBI-057,BANK002,DIST005,28.579057,77.325118,Noida (Gautam Buddha Nagar),Sector 18,ONSITE,True
ATM0407,ATM-ICICI-041,BANK003,DIST011,28.808888,78.74339,Moradabad,Majhola,OFFSITE,True
ATM0408,ATM-UBI-044,BANK009,DIST001,25.301142,82.987366,Varanasi,Bhelupur,ONSITE,True
ATM0409,ATM-KOTAK-042,BANK007,DIST002,26.85844,80.940886,Lucknow,Hazratganj,OFFSITE,True
ATM0410,ATM-HDFC-030,BANK001,DIST009,28.415599,79.359233,Bareilly,C.B. Ganj,OFFSITE,False
ATM0411,ATM-AXIS-051,BANK005,DIST006,28.68639,77.458274,Ghaziabad,Raj Nagar,OFFSITE,True
ATM0412,ATM-ICICI-042,BANK003,DIST014,25.427751,78.555468,Jhansi,Sadar Bazar,OFFSITE,True
ATM0413,ATM-SBI-058,BANK002,DIST005,28.616914,77.354529,Noida (Gautam Buddha Nagar),Sector 62,ONSITE,True
ATM0414,ATM-SBI-059,BANK002,DIST017,29.936506,77.535286,Saharanpur,Delhi Road,OFFSITE,True
ATM0415,ATM-KOTAK-043,BANK007,DIST012,26.763833,83.368135,Gorakhpur,Golghar,OFFSITE,True
ATM0416,ATM-INDUS-040,BANK010,DIST010,27.923071,78.07352,Aligarh,Civil Lines,OFFSITE,True
ATM0417,ATM-HDFC-031,BANK001,DIST009,28.421307,79.361433,Bareilly,C.B. Ganj,OFFSITE,True
ATM0418,ATM-BOB-036,BANK006,DIST012,26.788876,83.399139,Gorakhpur,Medical College Road,ONSITE,True
ATM0419,ATM-ICICI-043,BANK003,DIST008,28.97758,77.727754,Meerut,Shastri Nagar,ONSITE,True
ATM0420,ATM-SBI-060,BANK002,DIST014,25.445132,78.582005,Jhansi,Nawabad,OFFSITE,True
ATM0421,ATM-SBI-061,BANK002,DIST005,28.565784,77.321324,Noida (Gautam Buddha Nagar),Sector 18,OFFSITE,True
ATM0422,ATM-KOTAK-044,BANK007,DIST010,27.912949,78.077884,Aligarh,Civil Lines,OFFSITE,True
ATM0423,ATM-ICICI-044,BANK003,DIST011,28.810252,78.742308,Moradabad,Majhola,OFFSITE,True
ATM0424,ATM-INDUS-041,BANK010,DIST016,29.467993,77.711313,Muzaffarnagar,New Mandi,OFFSITE,True
ATM0425,ATM-ICICI-045,BANK003,DIST003,26.464946,80.342128,Kanpur Nagar,Civil Lines,OFFSITE,True
ATM0426,ATM-HDFC-032,BANK001,DIST001,25.294361,82.995857,Varanasi,Bhelupur,OFFSITE,True
ATM0427,ATM-CANARA-045,BANK008,DIST005,28.477165,77.510025,Noida (Gautam Buddha Nagar),Greater Noida Alpha,ONSITE,True
ATM0428,ATM-INDUS-042,BANK010,DIST003,26.420039,80.345952,Kanpur Nagar,Kidwai Nagar,OFFSITE,True
ATM0429,ATM-PNB-029,BANK004,DIST002,26.809028,80.906108,Lucknow,Alambagh,OFFSITE,True
ATM0430,ATM-BOB-037,BANK006,DIST007,27.166501,78.044891,Agra,Tajganj,OFFSITE,True
ATM0431,ATM-INDUS-043,BANK010,DIST010,27.926977,78.089133,Aligarh,University Market,ONSITE,True
ATM0432,ATM-HDFC-033,BANK001,DIST019,25.157118,82.497538,Mirzapur,Vindhyachal,OFFSITE,True
ATM0433,ATM-HDFC-034,BANK001,DIST017,29.963799,77.537386,Saharanpur,Court Road,ONSITE,True
ATM0434,ATM-ICICI-046,BANK003,DIST007,27.15937,78.04093,Agra,Tajganj,OFFSITE,True
ATM0435,ATM-BOB-038,BANK006,DIST017,29.945508,77.522345,Saharanpur,Delhi Road,OFFSITE,True
ATM0436,ATM-KOTAK-045,BANK007,DIST005,28.514235,77.408437,Noida (Gautam Buddha Nagar),Sector 137,OFFSITE,True
ATM0437,ATM-UBI-045,BANK009,DIST018,27.167452,78.40898,Firozabad,Suhag Nagar,OFFSITE,True
ATM0438,ATM-SBI-062,BANK002,DIST013,26.789448,82.204835,Ayodhya (Faizabad),Naya Ghat,OFFSITE,True
ATM0439,ATM-HDFC-035,BANK001,DIST007,27.1554,78.01074,Agra,Cantt Agra,OFFSITE,True
ATM0440,ATM-SBI-063,BANK002,DIST002,26.880866,80.982291,Lucknow,Indira Nagar,OFFSITE,True
ATM0441,ATM-INDUS-044,BANK010,DIST016,29.467088,77.734316,Muzaffarnagar,New Mandi,OFFSITE,True
ATM0442,ATM-AXIS-052,BANK005,DIST016,29.460522,77.721762,Muzaffarnagar,New Mandi,ONSITE,True
ATM0443,ATM-BOB-039,BANK006,DIST009,28.357587,79.416855,Bareilly,Civil Lines,OFFSITE,True
ATM0444,ATM-BOB-040,BANK006,DIST003,26.418758,80.34905,Kanpur Nagar,Kidwai Nagar,OFFSITE,True
ATM0445,ATM-PNB-030,BANK004,DIST011,28.841446,78.761369,Moradabad,Civil Lines,OFFSITE,True
ATM0446,ATM-UBI-046,BANK009,DIST015,27.468764,77.634706,Mathura,Highway Mathura,ONSITE,True
ATM0447,ATM-BOB-041,BANK006,DIST003,26.491455,80.255448,Kanpur Nagar,Kalyanpur,OFFSITE,True
ATM0448,ATM-SBI-064,BANK002,DIST013,26.770769,82.138475,Ayodhya (Faizabad),Civil Lines,ONSITE,True
ATM0449,ATM-UBI-047,BANK009,DIST017,29.966198,77.544557,Saharanpur,Court Road,OFFSITE,True
ATM0450,ATM-BOB-042,BANK006,DIST020,25.754695,82.688321,Jaunpur,Shahganj Road,ONSITE,True
ATM0451,ATM-PNB-031,BANK004,DIST008,28.967133,77.730973,Meerut,Shastri Nagar,ONSITE,True
ATM0452,ATM-PNB-032,BANK004,DIST015,27.478547,77.632159,Mathura,Highway Mathura,ONSITE,True
ATM0453,ATM-SBI-065,BANK002,DIST003,26.425846,80.313003,Kanpur Nagar,Govind Nagar,ONSITE,True
ATM0454,ATM-CANARA-046,BANK008,DIST009,28.417941,79.354684,Bareilly,C.B. Ganj,OFFSITE,True
ATM0455,ATM-INDUS-045,BANK010,DIST018,27.161904,78.412589,Firozabad,Suhag Nagar,ONSITE,True
ATM0456,ATM-BOB-043,BANK006,DIST014,25.463169,78.575861,Jhansi,Nawabad,ONSITE,True
ATM0457,ATM-CANARA-047,BANK008,DIST005,28.567267,77.319421,Noida (Gautam Buddha Nagar),Sector 18,ONSITE,True
ATM0458,ATM-AXIS-053,BANK005,DIST011,28.811002,78.735184,Moradabad,Majhola,OFFSITE,True
ATM0459,ATM-UBI-048,BANK009,DIST002,26.808958,80.909206,Lucknow,Alambagh,OFFSITE,True
ATM0460,ATM-CANARA-048,BANK008,DIST019,25.163325,82.501775,Mirzapur,Vindhyachal,ONSITE,True
ATM0461,ATM-AXIS-054,BANK005,DIST011,28.806055,78.739724,Moradabad,Majhola,OFFSITE,True
ATM0462,ATM-INDUS-046,BANK010,DIST009,28.366965,79.42212,Bareilly,Civil Lines,ONSITE,True
ATM0463,ATM-CANARA-049,BANK008,DIST002,26.878973,80.987982,Lucknow,Indira Nagar,ONSITE,True
