atm_id,observation_time,bank_id,district_id,latitude,longitude,atm_type,is_active,hour,day_of_week,is_weekend,complaints_last_1h,complaints_last_6h,complaints_last_24h,withdrawals_last_1h,withdrawals_last_6h,withdrawals_last_24h,withdrawal_count,total_withdrawal_amount,average_withdrawal,unique_accounts,transaction_velocity,complaints_1km,complaints_3km,fraud_events_1km,fraud_events_3km,distance_from_recent_fraud,historical_fraud_count,historical_hotspot_score,future_fraud_withdrawals_3h,target
ATM0165,2026-02-23 19:45:02,BANK008,DIST004,25.468549,81.86101,ONSITE,True,19,0,0,3,13,46,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,7,37,0,21,462.77060059313993,0,0.0,0,0
ATM0455,2026-02-23 20:19:02,BANK010,DIST018,27.161904,78.412589,ONSITE,True,20,0,0,4,14,48,1,1,1,1,10000.0,10000.0,1,0.16666666666666666,5,25,0,0,89.88520065737899,0,0.0,0,0
ATM0328,2026-02-23 20:40:24,BANK002,DIST015,27.489439,77.669984,OFFSITE,True,20,0,0,2,14,48,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,4,33,0,0,63.636484864646064,0,0.0,0,0
ATM0142,2026-02-23 21:01:08,BANK007,DIST002,26.880709,80.98187,OFFSITE,True,21,0,0,1,13,47,1,1,1,1,2500.0,2500.0,1,0.16666666666666666,15,79,11,15,307.432723151749,7,25.925925925925924,0,0
ATM0325,2026-02-23 21:13:38,BANK004,DIST019,25.146737,82.57296,ONSITE,True,21,0,0,1,14,48,1,1,1,1,500.0,500.0,1,0.16666666666666666,4,7,5,5,541.6403890969501,0,0.0,0,0
ATM0252,2026-02-23 21:49:34,BANK002,DIST019,25.168045,82.494793,ONSITE,True,21,0,0,2,14,49,1,1,1,1,1000.0,1000.0,1,0.16666666666666666,6,15,0,0,533.8738415929213,0,0.0,0,0
ATM0318,2026-02-23 21:55:02,BANK001,DIST009,28.40561,79.343781,ONSITE,True,21,0,0,2,14,49,1,1,1,1,10000.0,10000.0,1,0.16666666666666666,4,28,1,7,0.0,1,3.7037037037037033,3,1
ATM0427,2026-02-23 22:02:40,BANK008,DIST005,28.477165,77.510025,ONSITE,True,22,0,0,2,13,49,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,24,72,20,28,179.46878280426333,0,0.0,0,0
ATM0276,2026-02-23 22:03:53,BANK008,DIST009,28.353618,79.421188,OFFSITE,True,22,0,0,2,13,49,1,1,1,1,500.0,500.0,1,0.16666666666666666,4,9,7,7,9.527354463953227,0,0.0,0,0
ATM0318,2026-02-23 22:05:11,BANK001,DIST009,28.40561,79.343781,ONSITE,True,22,0,0,2,13,49,2,2,2,2,25000.0,12500.0,1,0.3333333333333333,4,28,2,8,0.0,2,7.4074074074074066,2,1
ATM0318,2026-02-23 22:15:46,BANK001,DIST009,28.40561,79.343781,ONSITE,True,22,0,0,1,13,49,3,3,3,3,40000.0,13333.333333333334,1,0.5,4,28,3,9,0.0,3,11.11111111111111,1,0
ATM0318,2026-02-23 22:24:39,BANK001,DIST009,28.40561,79.343781,ONSITE,True,22,0,0,2,12,50,4,4,4,4,60000.0,15000.0,2,0.6666666666666666,4,28,4,10,0.0,4,14.814814814814813,0,0
ATM0293,2026-02-23 22:50:49,BANK002,DIST003,26.436619,80.310543,OFFSITE,True,22,0,0,1,11,50,1,1,1,1,1000.0,1000.0,1,0.16666666666666666,21,81,36,36,238.8284493465421,0,0.0,0,0
ATM0450,2026-02-23 23:50:04,BANK006,DIST020,25.754695,82.688321,ONSITE,True,23,0,0,1,10,48,1,1,2,1,500.0,500.0,1,0.16666666666666666,7,35,7,12,443.27288550677554,0,0.0,0,0
ATM0292,2026-02-24 00:04:19,BANK004,DIST013,26.797008,82.198572,ONSITE,True,0,1,0,1,9,48,1,1,1,1,1500.0,1500.0,1,0.16666666666666666,2,8,0,0,333.3423530056347,0,0.0,0,0
ATM0085,2026-02-24 01:21:26,BANK003,DIST005,28.577764,77.319802,ONSITE,True,1,1,0,1,10,48,0,0,0,0,0.0,0.0,0,0.0,29,66,0,6,198.7204849486165,0,0.0,0,0
ATM0109,2026-02-24 01:29:29,BANK002,DIST020,25.736477,82.672513,OFFSITE,True,1,1,0,2,11,48,0,0,1,0,0.0,0.0,0,0.0,11,28,5,5,443.47810487706147,5,18.51851851851852,0,0
ATM0196,2026-02-24 02:01:57,BANK008,DIST010,27.915782,78.067935,OFFSITE,True,2,1,0,3,10,49,1,1,1,1,15000.0,15000.0,1,0.16666666666666666,16,72,1,24,0.0,1,3.7037037037037033,4,1
ATM0196,2026-02-24 02:06:01,BANK008,DIST010,27.915782,78.067935,OFFSITE,True,2,1,0,3,9,49,2,2,2,2,40000.0,20000.0,2,0.3333333333333333,16,72,2,25,0.0,2,7.4074074074074066,3,1
ATM0196,2026-02-24 02:17:18,BANK008,DIST010,27.915782,78.067935,OFFSITE,True,2,1,0,4,10,50,3,3,3,3,55000.0,18333.333333333332,2,0.5,16,72,3,26,0.0,3,11.11111111111111,2,1
ATM0196,2026-02-24 02:21:43,BANK008,DIST010,27.915782,78.067935,OFFSITE,True,2,1,0,4,10,50,4,4,4,4,75000.0,18750.0,2,0.6666666666666666,16,72,4,27,0.0,4,14.814814814814813,1,0
ATM0362,2026-02-24 02:23:27,BANK005,DIST016,29.481842,77.704998,OFFSITE,False,2,1,0,4,10,50,1,1,1,1,1500.0,1500.0,1,0.16666666666666666,16,49,0,0,177.69909924945978,0,0.0,0,0
ATM0196,2026-02-24 02:27:53,BANK008,DIST010,27.915782,78.067935,OFFSITE,True,2,1,0,4,11,51,5,5,5,5,90000.0,18000.0,3,0.8333333333333334,16,72,5,28,0.0,5,18.51851851851852,0,0
ATM0253,2026-02-24 02:38:11,BANK009,DIST002,26.858878,81.000043,OFFSITE,True,2,1,0,4,11,51,1,1,2,1,1000.0,1000.0,1,0.16666666666666666,18,78,4,8,312.42482723674834,0,0.0,0,0
ATM0098,2026-02-24 02:50:15,BANK001,DIST002,26.829488,80.920977,OFFSITE,True,2,1,0,3,11,51,0,0,0,0,0.0,0.0,0,0.0,30,114,0,15,306.5138774012061,0,0.0,0,0
ATM0375,2026-02-24 03:08:45,BANK010,DIST007,27.152464,78.003145,OFFSITE,False,3,1,0,2,10,51,1,1,1,1,2500.0,2500.0,1,0.16666666666666666,14,42,0,4,85.11715376155017,0,0.0,0,0
ATM0035,2026-02-24 05:01:30,BANK002,DIST012,26.754123,83.374866,ONSITE,True,5,1,0,1,10,45,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,21,60,0,5,539.8370261646726,0,0.0,0,0
ATM0228,2026-02-24 05:07:05,BANK006,DIST004,25.383498,81.863976,OFFSITE,True,5,1,0,1,10,45,1,1,1,1,1000.0,1000.0,1,0.16666666666666666,14,37,7,7,470.700464787525,0,0.0,0,0
ATM0070,2026-02-24 05:42:37,BANK009,DIST003,26.436589,80.303939,ONSITE,True,5,1,0,4,12,48,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,24,67,18,36,275.62627068711976,10,37.03703703703704,0,0
ATM0253,2026-02-24 05:54:20,BANK009,DIST002,26.858878,81.000043,OFFSITE,True,5,1,0,3,12,48,1,2,3,2,2000.0,1000.0,2,0.3333333333333333,18,78,4,8,312.42482723674834,0,0.0,0,0
ATM0098,2026-02-24 06:54:36,BANK001,DIST002,26.829488,80.920977,OFFSITE,True,6,1,0,1,11,48,1,1,1,1,1500.0,1500.0,1,0.16666666666666666,30,114,0,15,306.5138774012061,0,0.0,0,0
ATM0185,2026-02-24 07:07:51,BANK003,DIST014,25.465943,78.564703,OFFSITE,True,7,1,0,1,11,47,1,1,1,1,500.0,500.0,1,0.16666666666666666,2,42,0,6,276.842914453909,0,0.0,0,0
ATM0013,2026-02-24 07:13:39,BANK005,DIST002,26.825955,80.913084,OFFSITE,True,7,1,0,1,11,47,0,0,0,0,0.0,0.0,0,0.0,29,120,7,15,305.957237340314,0,0.0,0,0
ATM0314,2026-02-24 07:20:16,BANK004,DIST020,25.740026,82.676738,ONSITE,True,7,1,0,1,11,47,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,12,33,5,12,517.302537580824,0,0.0,0,0
ATM0251,2026-02-24 08:05:39,BANK004,DIST014,25.436333,78.558993,OFFSITE,True,8,1,0,4,12,49,1,1,1,1,1500.0,1500.0,1,0.16666666666666666,17,56,4,4,279.9849916593978,4,14.814814814814813,0,0
ATM0172,2026-02-24 08:14:29,BANK007,DIST012,26.759251,83.365301,OFFSITE,True,8,1,0,4,11,48,0,0,0,0,0.0,0.0,0,0.0,21,61,0,5,538.7719286988613,0,0.0,0,0
ATM0495,2026-02-24 08:17:59,BANK006,DIST007,27.160899,78.030661,OFFSITE,True,8,1,0,5,12,49,1,1,1,1,4000.0,4000.0,1,0.16666666666666666,11,75,0,11,84.01957220210757,0,0.0,0,0
ATM0380,2026-02-24 09:10:56,BANK010,DIST007,27.156035,78.0408,OFFSITE,True,9,1,0,5,15,53,1,1,1,1,1000.0,1000.0,1,0.16666666666666666,17,62,7,11,84.52236642564644,0,0.0,0,0
ATM0472,2026-02-24 09:13:57,BANK007,DIST005,28.478879,77.516063,OFFSITE,True,9,1,0,5,15,53,1,1,2,1,1000.0,1000.0,1,0.16666666666666666,23,71,28,28,82.73669672809964,4,14.814814814814813,0,0
ATM0257,2026-02-24 09:25:43,BANK002,DIST001,25.318345,82.974824,ONSITE,True,9,1,0,1,15,53,1,1,2,1,2000.0,2000.0,1,0.16666666666666666,11,109,8,43,566.8006512571577,0,0.0,0,0
ATM0137,2026-02-24 09:41:36,BANK006,DIST002,26.859091,81.002553,ONSITE,True,9,1,0,1,14,53,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,21,77,4,8,312.64527739760973,0,0.0,0,0
ATM0283,2026-02-24 09:45:07,BANK008,DIST007,27.201007,78.013913,ONSITE,True,9,1,0,1,14,53,1,1,1,1,1500.0,1500.0,1,0.16666666666666666,6,22,0,0,79.65756141941482,0,0.0,0,0
ATM0369,2026-02-24 09:50:37,BANK008,DIST011,28.847701,78.754588,ONSITE,True,9,1,0,1,14,53,1,1,1,1,2500.0,2500.0,1,0.16666666666666666,15,40,7,22,123.49220378390505,0,0.0,0,0
ATM0375,2026-02-24 09:59:31,BANK010,DIST007,27.152464,78.003145,OFFSITE,False,9,1,0,1,14,51,1,1,2,1,1500.0,1500.0,1,0.16666666666666666,14,42,0,4,85.11715376155017,0,0.0,0,0
ATM0029,2026-02-24 10:03:30,BANK004,DIST002,26.810265,80.90717,OFFSITE,True,10,1,0,1,14,51,1,1,1,1,4000.0,4000.0,1,0.16666666666666666,29,99,8,15,306.13556829216805,0,0.0,0,0
ATM0110,2026-02-24 10:05:52,BANK009,DIST019,25.149378,82.572394,OFFSITE,True,10,1,0,0,14,51,1,1,1,1,3000.0,3000.0,1,0.16666666666666666,3,7,5,5,543.4591145728052,0,0.0,0,0
ATM0426,2026-02-24 10:10:03,BANK001,DIST001,25.294361,82.995857,OFFSITE,True,10,1,0,0,14,51,1,1,1,1,1000.0,1000.0,1,0.16666666666666666,25,134,8,39,570.002427304655,0,0.0,0,0
ATM0454,2026-02-24 10:41:28,BANK008,DIST009,28.417941,79.354684,OFFSITE,True,10,1,0,0,14,51,1,1,1,1,3000.0,3000.0,1,0.16666666666666666,11,31,0,10,137.94117928203892,0,0.0,0,0
ATM0429,2026-02-24 10:50:59,BANK004,DIST002,26.809028,80.906108,OFFSITE,True,10,1,0,0,14,51,1,1,1,1,500.0,500.0,1,0.16666666666666666,27,95,8,15,306.0962236368154,8,29.629629629629626,0,0
ATM0303,2026-02-24 10:53:26,BANK007,DIST008,28.994345,77.696825,ONSITE,True,10,1,0,0,13,51,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,22,87,19,24,125.29791325053601,0,0.0,0,0
ATM0047,2026-02-24 10:58:21,BANK008,DIST011,28.815673,78.736228,OFFSITE,True,10,1,0,1,14,51,1,1,1,1,4000.0,4000.0,1,0.16666666666666666,22,56,4,4,119.53304338729733,0,0.0,0,0
ATM0310,2026-02-24 11:01:15,BANK006,DIST018,27.167846,78.422017,OFFSITE,True,11,1,0,1,14,51,1,1,1,1,1500.0,1500.0,1,0.16666666666666666,4,23,0,0,90.19639368344622,0,0.0,0,0
ATM0008,2026-02-24 11:06:18,BANK010,DIST001,25.315999,82.989737,OFFSITE,True,11,1,0,1,14,50,1,1,1,1,2500.0,2500.0,1,0.16666666666666666,21,146,15,51,568.2132089608031,0,0.0,0,0
ATM0469,2026-02-24 11:07:37,BANK001,DIST006,28.642485,77.377126,ONSITE,True,11,1,0,1,14,50,1,1,1,1,3000.0,3000.0,1,0.16666666666666666,23,141,16,29,105.38264008484691,0,0.0,0,0
ATM0075,2026-02-24 11:13:54,BANK003,DIST006,28.650715,77.377616,OFFSITE,True,11,1,0,1,14,48,0,0,0,0,0.0,0.0,0,0.0,24,112,5,16,106.05371007951159,5,18.51851851851852,0,0
ATM0152,2026-02-24 11:18:27,BANK008,DIST001,25.33099,82.989801,ONSITE,True,11,1,0,1,14,48,1,1,1,1,1000.0,1000.0,1,0.16666666666666666,25,99,12,27,567.3454937219941,5,18.51851851851852,0,0
ATM0356,2026-02-24 11:19:43,BANK002,DIST002,26.810519,80.910912,ONSITE,True,11,1,0,1,14,48,1,1,1,1,2500.0,2500.0,1,0.16666666666666666,24,103,8,15,306.4623885771794,0,0.0,0,0
ATM0005,2026-02-24 11:26:05,BANK002,DIST010,27.90986,78.071288,OFFSITE,True,11,1,0,2,15,49,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,19,74,5,28,0.7363165602932183,0,0.0,0,0
ATM0020,2026-02-24 11:27:06,BANK003,DIST014,25.466477,78.579691,OFFSITE,True,11,1,0,2,15,49,1,1,1,1,1000.0,1000.0,1,0.16666666666666666,7,41,6,6,277.0537641109826,0,0.0,0,0
ATM0217,2026-02-24 11:28:12,BANK003,DIST004,25.389092,81.868669,OFFSITE,True,11,1,0,2,15,49,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,20,37,7,7,470.69541830339733,7,25.925925925925924,0,0
ATM0107,2026-02-24 11:31:43,BANK005,DIST012,26.76171,83.378383,OFFSITE,True,11,1,0,2,14,49,0,0,0,0,0.0,0.0,0,0.0,18,73,5,5,539.955898291682,0,0.0,0,0
ATM0100,2026-02-24 11:37:56,BANK003,DIST019,25.140772,82.566779,ONSITE,True,11,1,0,2,14,49,1,1,1,1,1000.0,1000.0,1,0.16666666666666666,4,7,5,5,543.5549702468367,0,0.0,0,0
ATM0411,2026-02-24 11:38:06,BANK005,DIST006,28.68639,77.458274,OFFSITE,True,11,1,0,2,13,49,1,1,1,1,3000.0,3000.0,1,0.16666666666666666,20,53,13,19,104.42668830688244,0,0.0,0,0
ATM0048,2026-02-24 11:41:41,BANK005,DIST005,28.47585,77.517342,ONSITE,True,11,1,0,2,13,49,1,1,1,1,2500.0,2500.0,1,0.16666666666666666,25,72,12,28,82.40047427282508,0,0.0,0,0
ATM0359,2026-02-24 11:41:56,BANK002,DIST006,28.653779,77.365343,OFFSITE,True,11,1,0,2,13,49,1,1,1,1,4000.0,4000.0,1,0.16666666666666666,24,126,0,16,107.08390334910376,0,0.0,0,0
ATM0436,2026-02-24 11:53:46,BANK007,DIST005,28.514235,77.408437,OFFSITE,True,11,1,0,3,13,50,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,24,70,11,11,92.75674778874468,0,0.0,0,0
ATM0435,2026-02-24 12:02:21,BANK006,DIST017,29.945508,77.522345,OFFSITE,True,12,1,0,2,13,50,0,0,0,0,0.0,0.0,0,0.0,5,37,0,4,231.85545332484475,0,0.0,0,0
ATM0090,2026-02-24 12:09:05,BANK004,DIST005,28.478025,77.505017,ONSITE,True,12,1,0,2,13,46,1,1,1,1,1000.0,1000.0,1,0.16666666666666666,21,70,16,28,83.37722361354145,0,0.0,0,0
ATM0051,2026-02-24 12:10:30,BANK003,DIST015,27.512672,77.668469,OFFSITE,True,12,1,0,2,13,46,1,1,1,1,1500.0,1500.0,1,0.16666666666666666,9,26,0,0,59.62752959136604,0,0.0,0,0
ATM0428,2026-02-24 12:10:57,BANK010,DIST003,26.420039,80.345952,OFFSITE,True,12,1,0,2,13,46,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,21,66,8,8,280.0740167821853,0,0.0,0,0
ATM0109,2026-02-24 12:22:08,BANK002,DIST020,25.736477,82.672513,OFFSITE,True,12,1,0,2,13,46,1,1,2,1,2500.0,2500.0,1,0.16666666666666666,11,28,5,5,517.1231150748063,5,18.51851851851852,0,0
ATM0078,2026-02-24 12:26:52,BANK005,DIST018,27.158513,78.418403,OFFSITE,True,12,1,0,1,12,45,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,2,25,0,0,91.01886783846132,0,0.0,0,0
ATM0259,2026-02-24 12:27:24,BANK007,DIST007,27.155851,78.040111,ONSITE,True,12,1,0,1,12,45,0,0,1,0,0.0,0.0,0,0.0,16,65,7,11,84.54499321611891,0,0.0,0,0
ATM0433,2026-02-24 12:29:17,BANK001,DIST017,29.963799,77.537386,ONSITE,True,12,1,0,1,12,45,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,21,58,4,4,233.5067646332031,0,0.0,0,0
ATM0126,2026-02-24 12:36:29,BANK005,DIST017,29.978275,77.540403,OFFSITE,True,12,1,0,1,12,45,0,0,1,0,0.0,0.0,0,0.0,10,54,0,4,235.0117751094141,0,0.0,0,0
ATM0128,2026-02-24 12:52:27,BANK002,DIST002,26.84483,80.942042,OFFSITE,True,12,1,0,1,13,46,1,1,1,1,500.0,500.0,1,0.16666666666666666,8,68,0,0,307.7444721651395,0,0.0,0,0
ATM0123,2026-02-24 12:55:17,BANK006,DIST007,27.198969,78.005016,OFFSITE,True,12,1,0,1,13,46,1,1,1,1,500.0,500.0,1,0.16666666666666666,5,23,0,0,79.94693228374845,0,0.0,0,0
ATM0380,2026-02-24 12:55:29,BANK010,DIST007,27.156035,78.0408,OFFSITE,True,12,1,0,1,13,46,1,2,2,2,3000.0,1500.0,2,0.3333333333333333,17,62,7,11,84.52236642564644,0,0.0,0,0
ATM0371,2026-02-24 12:55:36,BANK006,DIST001,25.362182,82.959945,OFFSITE,True,12,1,0,1,13,46,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,17,55,0,6,562.9765491076021,0,0.0,0,0
ATM0122,2026-02-24 12:56:53,BANK008,DIST003,26.471926,80.351982,OFFSITE,True,12,1,0,1,13,46,0,0,0,0,0.0,0.0,0,0.0,13,27,6,6,277.1305743446763,0,0.0,0,0
ATM0064,2026-02-24 12:58:28,BANK008,DIST001,25.367534,83.021326,OFFSITE,True,12,1,0,1,13,46,0,0,2,0,0.0,0.0,0,0.0,11,33,0,0,567.9441774477896,0,0.0,0,0
ATM0251,2026-02-24 13:03:04,BANK004,DIST014,25.436333,78.558993,OFFSITE,True,13,1,0,1,13,46,1,2,2,2,2500.0,1250.0,2,0.3333333333333333,17,56,4,4,279.9849916593978,4,14.814814814814813,0,0
ATM0034,2026-02-24 13:09:11,BANK009,DIST002,26.859699,80.997963,OFFSITE,True,13,1,0,2,14,47,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,19,82,4,15,312.1992414098768,4,14.814814814814813,0,0
ATM0201,2026-02-24 13:12:03,BANK007,DIST001,25.310852,82.987759,OFFSITE,True,13,1,0,2,14,47,1,1,1,1,2500.0,2500.0,1,0.16666666666666666,24,150,15,51,568.3446897442735,7,25.925925925925924,0,0
ATM0116,2026-02-24 13:22:58,BANK010,DIST008,28.995574,77.709756,ONSITE,True,13,1,0,2,14,46,0,0,0,0,0.0,0.0,0,0.0,32,110,19,35,125.06888434076204,0,0.0,0,0
ATM0460,2026-02-24 13:23:29,BANK008,DIST019,25.163325,82.501775,ONSITE,True,13,1,0,2,14,46,1,1,1,1,3000.0,3000.0,1,0.16666666666666666,7,16,0,0,536.7768060400824,0,0.0,0,0
ATM0379,2026-02-24 13:40:00,BANK004,DIST001,25.367029,83.022845,OFFSITE,True,13,1,0,2,12,46,1,1,1,1,2500.0,2500.0,1,0.16666666666666666,13,33,0,0,568.1039106651918,0,0.0,0,0
ATM0153,2026-02-24 13:44:19,BANK008,DIST014,25.431383,78.573169,OFFSITE,True,13,1,0,2,11,46,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,6,56,0,4,280.775529377311,0,0.0,0,0
ATM0094,2026-02-24 13:44:48,BANK009,DIST002,26.855833,80.999019,ONSITE,True,13,1,0,2,11,46,0,0,0,0,0.0,0.0,0,0.0,17,73,4,8,312.4623731270836,0,0.0,0,0
ATM0232,2026-02-24 13:46:59,BANK005,DIST020,25.760836,82.700106,OFFSITE,True,13,1,0,2,11,46,1,1,1,1,1000.0,1000.0,1,0.16666666666666666,2,18,7,7,518.2421022619045,0,0.0,0,0
ATM0048,2026-02-24 13:48:07,BANK005,DIST005,28.47585,77.517342,ONSITE,True,13,1,0,2,11,46,1,2,2,2,4000.0,2000.0,2,0.3333333333333333,25,72,12,28,82.40047427282508,0,0.0,0,0
ATM0462,2026-02-24 13:55:13,BANK010,DIST009,28.366965,79.42212,ONSITE,True,13,1,0,1,11,46,1,1,2,1,2000.0,2000.0,1,0.16666666666666666,4,9,0,7,141.938806149979,0,0.0,0,0
ATM0429,2026-02-24 14:07:24,BANK004,DIST002,26.809028,80.906108,OFFSITE,True,14,1,0,0,10,45,1,2,2,2,2500.0,1250.0,2,0.3333333333333333,27,95,8,15,306.0962236368154,8,29.629629629629626,0,0
ATM0437,2026-02-24 14:08:41,BANK009,DIST018,27.167452,78.40898,OFFSITE,True,14,1,0,0,10,45,1,1,1,1,10000.0,10000.0,1,0.16666666666666666,10,25,0,0,89.74738091038144,0,0.0,0,0
ATM0352,2026-02-24 14:12:05,BANK006,DIST002,26.838917,80.919466,OFFSITE,True,14,1,0,0,10,45,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,26,96,0,7,305.9540033547296,0,0.0,0,0
ATM0058,2026-02-24 14:13:11,BANK010,DIST012,26.753205,83.37791,OFFSITE,True,14,1,0,0,10,45,1,1,1,1,2500.0,2500.0,1,0.16666666666666666,17,61,0,5,540.1554092761986,0,0.0,0,0
ATM0460,2026-02-24 14:16:34,BANK008,DIST019,25.163325,82.501775,ONSITE,True,14,1,0,0,9,45,2,2,2,2,6000.0,3000.0,2,0.3333333333333333,7,16,0,0,536.7768060400824,0,0.0,0,0
ATM0379,2026-02-24 14:18:24,BANK004,DIST001,25.367029,83.022845,OFFSITE,True,14,1,0,0,9,45,2,2,2,2,5000.0,2500.0,2,0.3333333333333333,13,33,0,0,568.1039106651918,0,0.0,0,0
ATM0059,2026-02-24 14:18:53,BANK001,DIST015,27.500522,77.669286,ONSITE,True,14,1,0,0,9,45,1,1,1,1,1000.0,1000.0,1,0.16666666666666666,12,34,0,0,60.59897193440822,0,0.0,0,0
ATM0417,2026-02-24 14:23:51,BANK001,DIST009,28.421307,79.361433,OFFSITE,True,14,1,0,1,7,46,0,0,0,0,0.0,0.0,0,0.0,8,27,0,10,138.6958184468107,0,0.0,0,0
ATM0404,2026-02-24 14:27:17,BANK006,DIST015,27.472152,77.62754,ONSITE,True,14,1,0,1,7,46,1,1,1,1,500.0,500.0,1,0.16666666666666666,13,41,0,0,65.67684120340871,0,0.0,0,0
ATM0472,2026-02-24 14:27:49,BANK007,DIST005,28.478879,77.516063,OFFSITE,True,14,1,0,1,7,46,1,2,2,2,2000.0,1000.0,2,0.3333333333333333,23,71,28,28,82.73669672809964,4,14.814814814814813,0,0
ATM0141,2026-02-24 14:31:25,BANK009,DIST006,28.648138,77.341637,OFFSITE,True,14,1,0,1,7,46,1,1,1,1,1500.0,1500.0,1,0.16666666666666666,23,104,0,4,108.11775029293494,0,0.0,0,0
ATM0414,2026-02-24 14:33:38,BANK002,DIST017,29.936506,77.535286,OFFSITE,True,14,1,0,1,7,46,1,1,1,1,1000.0,1000.0,1,0.16666666666666666,6,24,0,4,230.59539254918366,0,0.0,0,0
ATM0335,2026-02-24 14:33:39,BANK005,DIST010,27.930747,78.090495,ONSITE,True,14,1,0,1,7,46,1,1,1,1,500.0,500.0,1,0.16666666666666666,21,70,15,28,2.771619657739343,0,0.0,0,0
ATM0006,2026-02-24 14:39:08,BANK010,DIST007,27.151853,78.011989,OFFSITE,True,14,1,0,1,7,46,1,1,1,1,1500.0,1500.0,1,0.16666666666666666,14,48,4,11,85.12395040389721,0,0.0,0,0
ATM0375,2026-02-24 14:45:17,BANK010,DIST007,27.152464,78.003145,OFFSITE,False,14,1,0,1,7,46,1,2,3,2,3000.0,1500.0,2,0.3333333333333333,14,42,0,4,85.11715376155017,0,0.0,0,0
ATM0076,2026-02-24 14:47:18,BANK004,DIST006,28.648293,77.35274,ONSITE,True,14,1,0,1,7,46,0,0,0,0,0.0,0.0,0,0.0,26,139,0,16,107.41875515877531,0,0.0,0,0
ATM0078,2026-02-24 14:50:23,BANK005,DIST018,27.158513,78.418403,OFFSITE,True,14,1,0,1,7,46,1,2,2,2,5000.0,2500.0,2,0.3333333333333333,2,25,0,0,91.01886783846132,0,0.0,0,0
ATM0474,2026-02-24 15:02:10,BANK002,DIST016,29.465618,77.724337,ONSITE,True,15,1,0,1,7,45,0,0,0,0,0.0,0.0,0,0.0,12,58,0,0,175.5623349880595,0,0.0,0,0
ATM0292,2026-02-24 15:03:32,BANK004,DIST013,26.797008,82.198572,ONSITE,True,15,1,0,1,7,45,1,1,2,1,1000.0,1000.0,1,0.16666666666666666,2,8,0,0,426.457254496452,0,0.0,0,0
ATM0061,2026-02-24 15:03:36,BANK005,DIST012,26.759161,83.371881,OFFSITE,True,15,1,0,1,7,45,1,1,1,1,1500.0,1500.0,1,0.16666666666666666,23,65,5,5,539.4055410575356,0,0.0,0,0
ATM0226,2026-02-24 15:05:08,BANK008,DIST008,28.999599,77.703569,ONSITE,True,15,1,0,1,7,45,1,1,1,1,2000.0,2000.0,1,0.16666666666666666,25,87,19,24,125.66850809998664,0,0.0,0,0
ATM0380,2026-02-24 15:18:11,BANK010,DIST007,27.156035,78.0408,OFFSITE,True,15,1,0,1,6,44,1,2,3,2,10000.0,5000.0,2,0.3333333333333333,17,62,7,11,84.52236642564644,0,0.0,0,0
ATM0187,2026-02-24 15:21:31,BANK004,DIST016,29.461251,77.723639,OFFSITE,True,15,1,0,0,6,44,1,1,1,1,3000.0,3000.0,1,0.16666666666666666,12,53,0,0,175.0988815519915,0,0.0,0,0
ATM0155,2026-02-24 15:27:35,BANK003,DIST001,25.33644,82.993901,ONSITE,True,15,1,0,1,7,45,0,0,0,0,0.0,0.0,0,0.0,17,85,12,27,567.380414513107,0,0.0,0,0
ATM0197,2026-02-24 15:38:06,BANK003,DIST009,28.403233,79.349275,ONSITE,True,15,1,0,1,7,45,1,1,1,1,5000.0,5000.0,1,0.16666666666666666,5,28,10,10,136.80828626425358,0,0.0,0,0
ATM0325,2026-02-24 15:39:14,BANK004,DIST019,25.146737,82.57296,ONSITE,True,15,1,0,1,7,45,1,1,2,1,1500.0,1500.0,1,0.16666666666666666,4,7,5,5,543.6759157229973,0,0.0,0,0
ATM0061,2026-02-24 15:40:18,BANK005,DIST012,26.759161,83.371881,OFFSITE,True,15,1,0,1,7,45,2,2,2,2,3500.0,1750.0,2,0.3333333333333333,23,65,5,5,539.4055410575356,0,0.0,0,0
ATM0428,2026-02-24 15:50:35,BANK010,DIST003,26.420039,80.345952,OFFSITE,True,15,1,0,1,7,45,0,1,1,1,2000.0,2000.0,1,0.16666666666666666,21,66,8,8,280.0740167821853,0,0.0,0,0
