complaint_id,complaint_number,reported_at,crime_category,fraud_amount,state,district,police_station,latitude,longitude,status,timestamp,category
COMP005651,CMP-2026-005651,2026-03-03 11:16:49,CARD_FRAUD,45000.0,Uttar Pradesh,Varanasi,Sarnath PS,25.370408,83.034473,CLOSED,2026-03-03 11:16:49,CARD_FRAUD
COMP008481,CMP-2026-008481,2026-03-03 11:25:22,PHISHING,10000.0,Uttar Pradesh,Noida (Gautam Buddha Nagar),Surajpur PS,28.507654,77.405515,REGISTERED,2026-03-03 11:25:22,PHISHING
COMP004970,CMP-2026-004970,2026-03-03 11:29:08,ATM_FRAUD,15000.0,Uttar Pradesh,Prayagraj,Jhusi PS,25.43274,81.894421,RESOLVED,2026-03-03 11:29:08,ATM_FRAUD
COMP005773,CMP-2026-005773,2026-03-03 11:36:54,UPI_FRAUD,15000.0,Uttar Pradesh,Jaunpur,Kotwali PS,25.755171,82.68962,RESOLVED,2026-03-03 11:36:54,UPI_FRAUD
COMP007141,CMP-2026-007141,2026-03-03 11:48:26,ONLINE_BANKING_FRAUD,2000.0,Uttar Pradesh,Mathura,Kotwali PS,27.503585,77.666117,UNDER_INVESTIGATION,2026-03-03 11:48:26,ONLINE_BANKING_FRAUD
COMP007580,CMP-2026-007580,2026-03-03 12:00:28,UPI_FRAUD,15000.0,Uttar Pradesh,Ghaziabad,Kavi Nagar PS,28.689374,77.444057,REGISTERED,2026-03-03 12:00:28,UPI_FRAUD
COMP003839,CMP-2026-003839,2026-03-03 12:17:08,ONLINE_BANKING_FRAUD,10000.0,Uttar Pradesh,Lucknow,Charbagh PS,26.82817,80.91937,RESOLVED,2026-03-03 12:17:08,ONLINE_BANKING_FRAUD
COMP006841,CMP-2026-006841,2026-03-03 14:11:33,ATM_FRAUD,5000.0,Uttar Pradesh,Meerut,Nauchandi PS,28.959995,77.746201,REGISTERED,2026-03-03 14:11:33,ATM_FRAUD
COMP002470,CMP-2026-002470,2026-03-03 14:18:36,ATM_FRAUD,20000.0,Uttar Pradesh,Varanasi,Shivpur PS,25.364534,82.94792,UNDER_INVESTIGATION,2026-03-03 14:18:36,ATM_FRAUD
COMP001121,CMP-2026-001121,2026-03-03 14:21:56,ATM_FRAUD,10000.0,Uttar Pradesh,Noida (Gautam Buddha Nagar),Kasna PS,28.466398,77.501251,REGISTERED,2026-03-03 14:21:56,ATM_FRAUD
COMP004728,CMP-2026-004728,2026-03-03 15:39:42,ONLINE_BANKING_FRAUD,20000.0,Uttar Pradesh,Varanasi,Sarnath PS,25.37833,83.013674,CLOSED,2026-03-03 15:39:42,ONLINE_BANKING_FRAUD
COMP006244,CMP-2026-006244,2026-03-03 15:41:29,ONLINE_BANKING_FRAUD,20000.0,Uttar Pradesh,Prayagraj,Naini PS,25.392402,81.865412,REGISTERED,2026-03-03 15:41:29,ONLINE_BANKING_FRAUD
COMP009757,CMP-2026-009757,2026-03-03 15:59:07,ATM_FRAUD,5000.0,Uttar Pradesh,Varanasi,Shivpur PS,25.368465,82.950503,CLOSED,2026-03-03 15:59:07,ATM_FRAUD
COMP005536,CMP-2026-005536,2026-03-03 17:16:38,ATM_FRAUD,20000.0,Uttar Pradesh,Lucknow,Alambagh PS,26.809419,80.90216,CLOSED,2026-03-03 17:16:38,ATM_FRAUD
COMP005873,CMP-2026-005873,2026-03-03 18:33:03,ATM_FRAUD,8000.0,Uttar Pradesh,Lucknow,Gomti Nagar PS,26.851735,81.008989,REGISTERED,2026-03-03 18:33:03,ATM_FRAUD
COMP006732,CMP-2026-006732,2026-03-03 18:37:45,PHISHING,8000.0,Uttar Pradesh,Kanpur Nagar,Kidwai Nagar PS,26.42995,80.327031,CLOSED,2026-03-03 18:37:45,PHISHING
COMP008242,CMP-2026-008242,2026-03-03 19:07:06,ATM_FRAUD,10000.0,Uttar Pradesh,Noida (Gautam Buddha Nagar),Sector 20 PS,28.559427,77.325715,UNDER_INVESTIGATION,2026-03-03 19:07:06,ATM_FRAUD
COMP003205,CMP-2026-003205,2026-03-03 19:47:18,UPI_FRAUD,15000.0,Uttar Pradesh,Lucknow,Gomti Nagar PS,26.852989,80.999139,REGISTERED,2026-03-03 19:47:18,UPI_FRAUD
COMP007127,CMP-2026-007127,2026-03-03 20:00:41,CARD_FRAUD,2000.0,Uttar Pradesh,Meerut,Nauchandi PS,28.987322,77.724895,REGISTERED,2026-03-03 20:00:41,CARD_FRAUD
COMP004936,CMP-2026-004936,2026-03-03 20:28:19,ATM_FRAUD,2000.0,Uttar Pradesh,Noida (Gautam Buddha Nagar),Sector 20 PS,28.580262,77.319538,UNDER_INVESTIGATION,2026-03-03 20:28:19,ATM_FRAUD
COMP006789,CMP-2026-006789,2026-03-03 20:32:43,CARD_FRAUD,5000.0,Uttar Pradesh,Agra,Sadar Bazar PS,27.15154,77.992765,REGISTERED,2026-03-03 20:32:43,CARD_FRAUD
COMP007915,CMP-2026-007915,2026-03-03 20:50:09,CARD_FRAUD,10000.0,Uttar Pradesh,Gorakhpur,Gulriha PS,26.792494,83.404845,CLOSED,2026-03-03 20:50:09,CARD_FRAUD
COMP004763,CMP-2026-004763,2026-03-03 21:03:41,PHISHING,45000.0,Uttar Pradesh,Ghaziabad,Kavi Nagar PS,28.685211,77.463872,RESOLVED,2026-03-03 21:03:41,PHISHING
COMP000583,CMP-2026-000583,2026-03-03 21:40:22,ATM_FRAUD,30000.0,Uttar Pradesh,Saharanpur,Sadar PS,29.969873,77.53454,REGISTERED,2026-03-03 21:40:22,ATM_FRAUD
COMP005291,CMP-2026-005291,2026-03-03 22:06:59,UPI_FRAUD,10000.0,Uttar Pradesh,Jhansi,Nawabad PS,25.449397,78.586361,CLOSED,2026-03-03 22:06:59,UPI_FRAUD
COMP008047,CMP-2026-008047,2026-03-03 22:14:07,ONLINE_BANKING_FRAUD,30000.0,Uttar Pradesh,Meerut,Sadar PS,29.002029,77.708703,UNDER_INVESTIGATION,2026-03-03 22:14:07,ONLINE_BANKING_FRAUD
COMP009467,CMP-2026-009467,2026-03-03 22:22:17,UPI_FRAUD,8000.0,Uttar Pradesh,Kanpur Nagar,Kidwai Nagar PS,26.423573,80.335322,REGISTERED,2026-03-03 22:22:17,UPI_FRAUD
COMP008646,CMP-2026-008646,2026-03-03 22:29:23,UPI_FRAUD,10000.0,Uttar Pradesh,Lucknow,Hazratganj PS,26.834477,80.947549,UNDER_INVESTIGATION,2026-03-03 22:29:23,UPI_FRAUD
COMP009265,CMP-2026-009265,2026-03-03 23:12:59,ATM_FRAUD,5000.0,Uttar Pradesh,Ghaziabad,Indirapuram PS,28.651051,77.379315,RESOLVED,2026-03-03 23:12:59,ATM_FRAUD
COMP001795,CMP-2026-001795,2026-03-04 01:04:02,UPI_FRAUD,15000.0,Uttar Pradesh,Mirzapur,Vindhyachal PS,25.179229,82.520171,REGISTERED,2026-03-04 01:04:02,UPI_FRAUD
COMP009463,CMP-2026-009463,2026-03-04 01:09:32,ATM_FRAUD,8000.0,Uttar Pradesh,Varanasi,Sigra PS,25.327373,83.003353,UNDER_INVESTIGATION,2026-03-04 01:09:32,ATM_FRAUD
COMP005778,CMP-2026-005778,2026-03-04 01:38:11,CARD_FRAUD,20000.0,Uttar Pradesh,Noida (Gautam Buddha Nagar),Kasna PS,28.47612,77.524865,CLOSED,2026-03-04 01:38:11,CARD_FRAUD
COMP005899,CMP-2026-005899,2026-03-04 02:02:02,CARD_FRAUD,10000.0,Uttar Pradesh,Prayagraj,Civil Lines PS,25.475417,81.843695,UNDER_INVESTIGATION,2026-03-04 02:02:02,CARD_FRAUD
COMP009804,CMP-2026-009804,2026-03-04 02:27:58,OTHER,45000.0,Uttar Pradesh,Agra,Sadar Bazar PS,27.149317,78.019057,RESOLVED,2026-03-04 02:27:58,OTHER
COMP002531,CMP-2026-002531,2026-03-04 03:33:46,ATM_FRAUD,10000.0,Uttar Pradesh,Kanpur Nagar,Kidwai Nagar PS,26.418472,80.334435,REGISTERED,2026-03-04 03:33:46,ATM_FRAUD
COMP009818,CMP-2026-009818,2026-03-04 03:55:00,ATM_FRAUD,10000.0,Uttar Pradesh,Meerut,Sadar PS,29.001123,77.702184,REGISTERED,2026-03-04 03:55:00,ATM_FRAUD
COMP002237,CMP-2026-002237,2026-03-04 05:25:33,ATM_FRAUD,10000.0,Uttar Pradesh,Bareilly,Kotwali PS,28.351477,79.424619,CLOSED,2026-03-04 05:25:33,ATM_FRAUD
COMP007748,CMP-2026-007748,2026-03-04 05:46:12,UPI_FRAUD,10000.0,Uttar Pradesh,Varanasi,Lanka PS,25.280007,83.00111,UNDER_INVESTIGATION,2026-03-04 05:46:12,UPI_FRAUD
COMP004345,CMP-2026-004345,2026-03-04 06:13:25,ATM_FRAUD,5000.0,Uttar Pradesh,Ghaziabad,Kaushambi PS,28.663094,77.34549,RESOLVED,2026-03-04 06:13:25,ATM_FRAUD
COMP005597,CMP-2026-005597,2026-03-04 06:15:34,CARD_FRAUD,8000.0,Uttar Pradesh,Varanasi,Cantt PS,25.332959,82.977001,RESOLVED,2026-03-04 06:15:34,CARD_FRAUD
COMP006528,CMP-2026-006528,2026-03-04 06:28:31,ATM_FRAUD,15000.0,Uttar Pradesh,Jhansi,Sadar PS,25.426434,78.558938,UNDER_INVESTIGATION,2026-03-04 06:28:31,ATM_FRAUD
COMP006194,CMP-2026-006194,2026-03-04 06:59:49,PHISHING,30000.0,Uttar Pradesh,Muzaffarnagar,Civil Lines PS,29.481883,77.718398,REGISTERED,2026-03-04 06:59:49,PHISHING
COMP005083,CMP-2026-005083,2026-03-04 07:12:13,ONLINE_BANKING_FRAUD,20000.0,Uttar Pradesh,Ayodhya (Faizabad),Kotwali PS,26.77597,82.129637,RESOLVED,2026-03-04 07:12:13,ONLINE_BANKING_FRAUD
COMP002187,CMP-2026-002187,2026-03-04 08:45:15,UPI_FRAUD,2000.0,Uttar Pradesh,Mathura,Kotwali PS,27.498737,77.677194,RESOLVED,2026-03-04 08:45:15,UPI_FRAUD
COMP005350,CMP-2026-005350,2026-03-04 08:49:37,UPI_FRAUD,15000.0,Uttar Pradesh,Muzaffarnagar,New Mandi PS,29.463502,77.718191,UNDER_INVESTIGATION,2026-03-04 08:49:37,UPI_FRAUD
COMP008127,CMP-2026-008127,2026-03-04 09:38:49,ONLINE_BANKING_FRAUD,5000.0,Uttar Pradesh,Jhansi,Nawabad PS,25.443325,78.576695,RESOLVED,2026-03-04 09:38:49,ONLINE_BANKING_FRAUD
COMP007592,CMP-2026-007592,2026-03-04 09:59:04,CARD_FRAUD,2000.0,Uttar Pradesh,Agra,Sadar Bazar PS,27.14908,78.009876,REGISTERED,2026-03-04 09:59:04,CARD_FRAUD
COMP000908,CMP-2026-000908,2026-03-04 10:11:12,CARD_FRAUD,20000.0,Uttar Pradesh,Moradabad,Majhola PS,28.804284,78.728723,CLOSED,2026-03-04 10:11:12,CARD_FRAUD
COMP009692,CMP-2026-009692,2026-03-04 10:32:32,CARD_FRAUD,8000.0,Uttar Pradesh,Lucknow,Indira Nagar PS,26.892223,80.984471,UNDER_INVESTIGATION,2026-03-04 10:32:32,CARD_FRAUD
COMP008829,CMP-2026-008829,2026-03-04 11:32:39,CARD_FRAUD,10000.0,Uttar Pradesh,Kanpur Nagar,Kidwai Nagar PS,26.418062,80.341843,UNDER_INVESTIGATION,2026-03-04 11:32:39,CARD_FRAUD
COMP004798,CMP-2026-004798,2026-03-04 11:32:43,CARD_FRAUD,10000.0,Uttar Pradesh,Kanpur Nagar,Kalyanpur PS,26.495279,80.257815,RESOLVED,2026-03-04 11:32:43,CARD_FRAUD
COMP007979,CMP-2026-007979,2026-03-04 11:51:44,ATM_FRAUD,15000.0,Uttar Pradesh,Moradabad,Civil Lines PS,28.850192,78.762186,RESOLVED,2026-03-04 11:51:44,ATM_FRAUD
COMP000764,CMP-2026-000764,2026-03-04 12:12:12,ONLINE_BANKING_FRAUD,20000.0,Uttar Pradesh,Varanasi,Shivpur PS,25.380979,82.955267,UNDER_INVESTIGATION,2026-03-04 12:12:12,ONLINE_BANKING_FRAUD
COMP007058,CMP-2026-007058,2026-03-04 12:21:57,CARD_FRAUD,8000.0,Uttar Pradesh,Mathura,Kotwali PS,27.495562,77.668581,REGISTERED,2026-03-04 12:21:57,CARD_FRAUD
COMP009566,CMP-2026-009566,2026-03-04 12:36:31,CARD_FRAUD,20000.0,Uttar Pradesh,Gorakhpur,Cantt PS,26.760884,83.362678,RESOLVED,2026-03-04 12:36:31,CARD_FRAUD
COMP005429,CMP-2026-005429,2026-03-04 14:33:36,ATM_FRAUD,2000.0,Uttar Pradesh,Meerut,Nauchandi PS,28.967498,77.726716,UNDER_INVESTIGATION,2026-03-04 14:33:36,ATM_FRAUD
COMP003258,CMP-2026-003258,2026-03-04 14:35:18,ATM_FRAUD,10000.0,Uttar Pradesh,Lucknow,Indira Nagar PS,26.86072,80.979087,REGISTERED,2026-03-04 14:35:18,ATM_FRAUD
COMP005739,CMP-2026-005739,2026-03-04 15:05:27,CARD_FRAUD,10000.0,Uttar Pradesh,Ayodhya (Faizabad),Ayodhya PS,26.78529,82.198909,REGISTERED,2026-03-04 15:05:27,CARD_FRAUD
COMP008837,CMP-2026-008837,2026-03-04 15:21:56,CARD_FRAUD,15000.0,Uttar Pradesh,Gorakhpur,Gulriha PS,26.792111,83.411901,RESOLVED,2026-03-04 15:21:56,CARD_FRAUD
COMP001419,CMP-2026-001419,2026-03-04 15:45:11,PHISHING,10000.0,Uttar Pradesh,Varanasi,Shivpur PS,25.388161,82.947579,RESOLVED,2026-03-04 15:45:11,PHISHING
COMP002958,CMP-2026-002958,2026-03-04 16:02:42,UPI_FRAUD,45000.0,Uttar Pradesh,Saharanpur,Sadar PS,29.971056,77.544742,UNDER_INVESTIGATION,2026-03-04 16:02:42,UPI_FRAUD
COMP004924,CMP-2026-004924,2026-03-04 16:09:49,ATM_FRAUD,2000.0,Uttar Pradesh,Jhansi,Nawabad PS,25.464446,78.573953,CLOSED,2026-03-04 16:09:49,ATM_FRAUD
COMP008431,CMP-2026-008431,2026-03-04 16:13:29,CARD_FRAUD,8000.0,Uttar Pradesh,Mathura,Kotwali PS,27.506066,77.658153,REGISTERED,2026-03-04 16:13:29,CARD_FRAUD
COMP004511,CMP-2026-004511,2026-03-04 16:23:45,ATM_FRAUD,30000.0,Uttar Pradesh,Mirzapur,Vindhyachal PS,25.167547,82.501406,RESOLVED,2026-03-04 16:23:45,ATM_FRAUD
COMP003675,CMP-2026-003675,2026-03-04 17:01:57,ATM_FRAUD,8000.0,Uttar Pradesh,Moradabad,Majhola PS,28.819116,78.745265,REGISTERED,2026-03-04 17:01:57,ATM_FRAUD
COMP001855,CMP-2026-001855,2026-03-04 20:06:42,ATM_FRAUD,10000.0,Uttar Pradesh,Varanasi,Dashashwamedh PS,25.291168,83.004259,CLOSED,2026-03-04 20:06:42,ATM_FRAUD
COMP006507,CMP-2026-006507,2026-03-04 20:39:29,OTHER,10000.0,Uttar Pradesh,Meerut,Sadar PS,28.991159,77.708416,CLOSED,2026-03-04 20:39:29,OTHER
COMP007492,CMP-2026-007492,2026-03-04 20:46:42,ATM_FRAUD,5000.0,Uttar Pradesh,Jhansi,Nawabad PS,25.45637,78.577352,CLOSED,2026-03-04 20:46:42,ATM_FRAUD
COMP005240,CMP-2026-005240,2026-03-04 20:52:46,ATM_FRAUD,8000.0,Uttar Pradesh,Lucknow,Indira Nagar PS,26.882635,80.970954,CLOSED,2026-03-04 20:52:46,ATM_FRAUD
COMP008642,CMP-2026-008642,2026-03-04 21:49:42,ATM_FRAUD,5000.0,Uttar Pradesh,Kanpur Nagar,Govind Nagar PS,26.41869,80.310689,RESOLVED,2026-03-04 21:49:42,ATM_FRAUD
COMP008966,CMP-2026-008966,2026-03-04 21:54:26,ONLINE_BANKING_FRAUD,15000.0,Uttar Pradesh,Aligarh,Civil Lines PS,27.916307,78.08492,CLOSED,2026-03-04 21:54:26,ONLINE_BANKING_FRAUD
COMP009717,CMP-2026-009717,2026-03-04 21:55:39,ATM_FRAUD,5000.0,Uttar Pradesh,Varanasi,Cantt PS,25.333206,83.006352,UNDER_INVESTIGATION,2026-03-04 21:55:39,ATM_FRAUD
COMP001032,CMP-2026-001032,2026-03-04 21:56:40,ATM_FRAUD,20000.0,Uttar Pradesh,Lucknow,Indira Nagar PS,26.878076,80.987938,RESOLVED,2026-03-04 21:56:40,ATM_FRAUD
COMP002459,CMP-2026-002459,2026-03-04 22:11:22,UPI_FRAUD,10000.0,Uttar Pradesh,Agra,Sadar Bazar PS,27.160049,78.019424,UNDER_INVESTIGATION,2026-03-04 22:11:22,UPI_FRAUD
COMP006280,CMP-2026-006280,2026-03-04 22:45:33,ATM_FRAUD,10000.0,Uttar Pradesh,Varanasi,Sigra PS,25.312024,82.984447,REGISTERED,2026-03-04 22:45:33,ATM_FRAUD
COMP007357,CMP-2026-007357,2026-03-04 22:47:03,ATM_FRAUD,45000.0,Uttar Pradesh,Lucknow,Gomti Nagar PS,26.844877,81.00782,REGISTERED,2026-03-04 22:47:03,ATM_FRAUD
COMP004573,CMP-2026-004573,2026-03-04 22:49:02,ATM_FRAUD,10000.0,Uttar Pradesh,Meerut,Sadar PS,29.000106,77.7241,REGISTERED,2026-03-04 22:49:02,ATM_FRAUD
COMP001392,CMP-2026-001392,2026-03-04 23:06:21,UPI_FRAUD,8000.0,Uttar Pradesh,Varanasi,Sigra PS,25.320587,82.988963,UNDER_INVESTIGATION,2026-03-04 23:06:21,UPI_FRAUD
COMP009863,CMP-2026-009863,2026-03-04 23:49:29,PHISHING,2000.0,Uttar Pradesh,Noida (Gautam Buddha Nagar),Kasna PS,28.461358,77.519053,RESOLVED,2026-03-04 23:49:29,PHISHING
COMP002776,CMP-2026-002776,2026-03-05 00:33:32,ATM_FRAUD,30000.0,Uttar Pradesh,Aligarh,Civil Lines PS,27.912296,78.073041,REGISTERED,2026-03-05 00:33:32,ATM_FRAUD
COMP000147,CMP-2026-000147,2026-03-05 00:37:43,ATM_FRAUD,20000.0,Uttar Pradesh,Meerut,Sadar PS,28.991348,77.698309,REGISTERED,2026-03-05 00:37:43,ATM_FRAUD
COMP005731,CMP-2026-005731,2026-03-05 01:53:50,ATM_FRAUD,2000.0,Uttar Pradesh,Ghaziabad,Kaushambi PS,28.647818,77.32438,CLOSED,2026-03-05 01:53:50,ATM_FRAUD
COMP008200,CMP-2026-008200,2026-03-05 02:44:10,UPI_FRAUD,15000.0,Uttar Pradesh,Noida (Gautam Buddha Nagar),Kasna PS,28.468442,77.526336,REGISTERED,2026-03-05 02:44:10,UPI_FRAUD
COMP009964,CMP-2026-009964,2026-03-05 02:50:42,UPI_FRAUD,5000.0,Uttar Pradesh,Gorakhpur,Gulriha PS,26.779056,83.395203,UNDER_INVESTIGATION,2026-03-05 02:50:42,UPI_FRAUD
COMP004297,CMP-2026-004297,2026-03-05 03:03:54,UPI_FRAUD,15000.0,Uttar Pradesh,Lucknow,Alambagh PS,26.800503,80.902266,CLOSED,2026-03-05 03:03:54,UPI_FRAUD
COMP009076,CMP-2026-009076,2026-03-05 03:24:16,UPI_FRAUD,10000.0,Uttar Pradesh,Gorakhpur,Gulriha PS,26.801555,83.395409,CLOSED,2026-03-05 03:24:16,UPI_FRAUD
COMP007952,CMP-2026-007952,2026-03-05 04:38:56,ATM_FRAUD,8000.0,Uttar Pradesh,Moradabad,Civil Lines PS,28.842886,78.767664,UNDER_INVESTIGATION,2026-03-05 04:38:56,ATM_FRAUD
COMP007854,CMP-2026-007854,2026-03-05 04:47:28,CARD_FRAUD,8000.0,Uttar Pradesh,Varanasi,Sarnath PS,25.373157,83.01795,UNDER_INVESTIGATION,2026-03-05 04:47:28,CARD_FRAUD
COMP006424,CMP-2026-006424,2026-03-05 05:28:00,PHISHING,10000.0,Uttar Pradesh,Noida (Gautam Buddha Nagar),Sector 58 PS,28.629865,77.351748,CLOSED,2026-03-05 05:28:00,PHISHING
COMP002560,CMP-2026-002560,2026-03-05 05:48:16,ONLINE_BANKING_FRAUD,10000.0,Uttar Pradesh,Agra,Sadar Bazar PS,27.145974,78.018276,UNDER_INVESTIGATION,2026-03-05 05:48:16,ONLINE_BANKING_FRAUD
COMP005166,CMP-2026-005166,2026-03-05 06:10:46,ATM_FRAUD,2000.0,Uttar Pradesh,Lucknow,Gomti Nagar PS,26.858127,81.005416,UNDER_INVESTIGATION,2026-03-05 06:10:46,ATM_FRAUD
COMP000445,CMP-2026-000445,2026-03-05 06:24:25,ATM_FRAUD,10000.0,Uttar Pradesh,Varanasi,Dashashwamedh PS,25.298739,83.013846,UNDER_INVESTIGATION,2026-03-05 06:24:25,ATM_FRAUD
COMP003512,CMP-2026-003512,2026-03-05 06:30:42,ATM_FRAUD,2000.0,Uttar Pradesh,Mathura,Kotwali PS,27.524327,77.666419,UNDER_INVESTIGATION,2026-03-05 06:30:42,ATM_FRAUD
COMP007385,CMP-2026-007385,2026-03-05 07:18:51,UPI_FRAUD,2000.0,Uttar Pradesh,Kanpur Nagar,Kidwai Nagar PS,26.420725,80.352704,UNDER_INVESTIGATION,2026-03-05 07:18:51,UPI_FRAUD
COMP002013,CMP-2026-002013,2026-03-05 07:32:30,PHISHING,5000.0,Uttar Pradesh,Ghaziabad,Kaushambi PS,28.655028,77.33544,REGISTERED,2026-03-05 07:32:30,PHISHING
COMP008679,CMP-2026-008679,2026-03-05 07:40:57,ATM_FRAUD,15000.0,Uttar Pradesh,Lucknow,Alambagh PS,26.811972,80.904678,UNDER_INVESTIGATION,2026-03-05 07:40:57,ATM_FRAUD
COMP003531,CMP-2026-003531,2026-03-05 08:36:59,ATM_FRAUD,8000.0,Uttar Pradesh,Noida (Gautam Buddha Nagar),Sector 58 PS,28.632521,77.36758,RESOLVED,2026-03-05 08:36:59,ATM_FRAUD
COMP009512,CMP-2026-009512,2026-03-05 08:57:55,ATM_FRAUD,10000.0,Uttar Pradesh,Noida (Gautam Buddha Nagar),Sector 20 PS,28.568498,77.318855,RESOLVED,2026-03-05 08:57:55,ATM_FRAUD
COMP009865,CMP-2026-009865,2026-03-05 09:14:25,ATM_FRAUD,15000.0,Uttar Pradesh,Prayagraj,Civil Lines PS,25.443578,81.836996,CLOSED,2026-03-05 09:14:25,ATM_FRAUD
COMP001082,CMP-2026-001082,2026-03-05 09:46:55,PHISHING,8000.0,Uttar Pradesh,Saharanpur,Sadar PS,29.964076,77.52625,CLOSED,2026-03-05 09:46:55,PHISHING
COMP003280,CMP-2026-003280,2026-03-05 10:14:48,CARD_FRAUD,10000.0,Uttar Pradesh,Gorakhpur,Cantt PS,26.760536,83.368903,CLOSED,2026-03-05 10:14:48,CARD_FRAUD
COMP001014,CMP-2026-001014,2026-03-05 10:27:24,ATM_FRAUD,10000.0,Uttar Pradesh,Gorakhpur,Gulriha PS,26.786985,83.381479,REGISTERED,2026-03-05 10:27:24,ATM_FRAUD
COMP009544,CMP-2026-009544,2026-03-05 13:06:49,UPI_FRAUD,20000.0,Uttar Pradesh,Ghaziabad,Kaushambi PS,28.632047,77.350617,RESOLVED,2026-03-05 13:06:49,UPI_FRAUD
COMP003216,CMP-2026-003216,2026-03-05 13:44:34,UPI_FRAUD,10000.0,Uttar Pradesh,Prayagraj,Colonelganj PS,25.456913,81.869503,UNDER_INVESTIGATION,2026-03-05 13:44:34,UPI_FRAUD
COMP001348,CMP-2026-001348,2026-03-05 14:35:58,ATM_FRAUD,15000.0,Uttar Pradesh,Noida (Gautam Buddha Nagar),Sector 20 PS,28.573678,77.328802,UNDER_INVESTIGATION,2026-03-05 14:35:58,ATM_FRAUD
COMP001384,CMP-2026-001384,2026-03-05 16:32:06,ATM_FRAUD,5000.0,Uttar Pradesh,Noida (Gautam Buddha Nagar),Surajpur PS,28.52177,77.38588,REGISTERED,2026-03-05 16:32:06,ATM_FRAUD
COMP008850,CMP-2026-008850,2026-03-05 16:43:19,ATM_FRAUD,5000.0,Uttar Pradesh,Meerut,Sadar PS,28.999566,77.706075,CLOSED,2026-03-05 16:43:19,ATM_FRAUD
COMP004746,CMP-2026-004746,2026-03-05 16:49:58,ATM_FRAUD,15000.0,Uttar Pradesh,Varanasi,Bhelupur PS,25.287882,83.002648,UNDER_INVESTIGATION,2026-03-05 16:49:58,ATM_FRAUD
COMP002116,CMP-2026-002116,2026-03-05 17:56:06,CARD_FRAUD,8000.0,Uttar Pradesh,Varanasi,Shivpur PS,25.359972,82.97159,CLOSED,2026-03-05 17:56:06,CARD_FRAUD
COMP000628,CMP-2026-000628,2026-03-05 18:02:20,ATM_FRAUD,2000.0,Uttar Pradesh,Mathura,Kotwali PS,27.499889,77.664653,CLOSED,2026-03-05 18:02:20,ATM_FRAUD
COMP007024,CMP-2026-007024,2026-03-05 18:52:43,ATM_FRAUD,2000.0,Uttar Pradesh,Agra,Sadar Bazar PS,27.14015,78.009077,CLOSED,2026-03-05 18:52:43,ATM_FRAUD
COMP002510,CMP-2026-002510,2026-03-05 19:37:01,UPI_FRAUD,5000.0,Uttar Pradesh,Ghaziabad,Kavi Nagar PS,28.673157,77.446781,CLOSED,2026-03-05 19:37:01,UPI_FRAUD
COMP007194,CMP-2026-007194,2026-03-05 20:31:11,ATM_FRAUD,8000.0,Uttar Pradesh,Noida (Gautam Buddha Nagar),Kasna PS,28.454965,77.50837,RESOLVED,2026-03-05 20:31:11,ATM_FRAUD
COMP006067,CMP-2026-006067,2026-03-05 20:37:45,ATM_FRAUD,8000.0,Uttar Pradesh,Meerut,Sadar PS,28.992032,77.710051,UNDER_INVESTIGATION,2026-03-05 20:37:45,ATM_FRAUD
COMP007776,CMP-2026-007776,2026-03-05 22:24:21,CARD_FRAUD,10000.0,Uttar Pradesh,Muzaffarnagar,New Mandi PS,29.449081,77.71527,REGISTERED,2026-03-05 22:24:21,CARD_FRAUD
COMP006774,CMP-2026-006774,2026-03-05 22:30:21,ATM_FRAUD,5000.0,Uttar Pradesh,Jaunpur,Line Bazar PS,25.743202,82.694549,RESOLVED,2026-03-05 22:30:21,ATM_FRAUD
COMP000095,CMP-2026-000095,2026-03-05 23:42:54,ATM_FRAUD,20000.0,Uttar Pradesh,Agra,Tajganj PS,27.163249,78.029906,REGISTERED,2026-03-05 23:42:54,ATM_FRAUD
COMP001890,CMP-2026-001890,2026-03-05 23:43:56,ATM_FRAUD,15000.0,Uttar Pradesh,Agra,Hari Parwat PS,27.189457,78.00855,RESOLVED,2026-03-05 23:43:56,ATM_FRAUD
COMP007218,CMP-2026-007218,2026-03-06 00:11:10,ATM_FRAUD,5000.0,Uttar Pradesh,Agra,Tajganj PS,27.15826,78.045275,REGISTERED,2026-03-06 00:11:10,ATM_FRAUD
COMP002943,CMP-2026-002943,2026-03-06 00:24:42,CARD_FRAUD,10000.0,Uttar Pradesh,Meerut,Sadar PS,28.994774,77.710114,RESOLVED,2026-03-06 00:24:42,CARD_FRAUD
COMP000527,CMP-2026-000527,2026-03-06 00:49:32,ATM_FRAUD,8000.0,Uttar Pradesh,Aligarh,Kwarsi PS,27.926131,78.103273,CLOSED,2026-03-06 00:49:32,ATM_FRAUD
COMP008492,CMP-2026-008492,2026-03-06 01:39:58,UPI_FRAUD,15000.0,Uttar Pradesh,Lucknow,Charbagh PS,26.824184,80.906723,CLOSED,2026-03-06 01:39:58,UPI_FRAUD
COMP003329,CMP-2026-003329,2026-03-06 02:57:57,CARD_FRAUD,8000.0,Uttar Pradesh,Lucknow,Gomti Nagar PS,26.865259,80.99627,REGISTERED,2026-03-06 02:57:57,CARD_FRAUD
COMP007610,CMP-2026-007610,2026-03-06 05:10:06,CARD_FRAUD,5000.0,Uttar Pradesh,Prayagraj,Naini PS,25.392708,81.85605,CLOSED,2026-03-06 05:10:06,CARD_FRAUD
